qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
10,flood,Search for parking devices in Old Town Core Civic Center,6,p_000003;p_000051;p_000087;p_000159;p_000231;p_000351;p_000357;p_000441;p_000501;p_000531;p_000585,/domain6,/domain6/data/doc/p_000584,/domain6=0.7629;/domain0=0.6940;/domain7=0.6661;/domain4=0.6568;/domain2=0.6393;/domain3=0.6125;/domain1=0.6024,0,1,0.639320,22200.0000,22208.1927,22208.1927,22215.8074,15.8074,-1,2,-1,8,1,4824,1307,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,22200000000,22208192736,22208192736,22215807408
11,flood,Query pollution records from Lakeside District Downtown,5,pol_000135;pol_000213;pol_000225;pol_000231;pol_000243;pol_000249;pol_000291;pol_000297;pol_000315;pol_000339;pol_000393;pol_000441;pol_000453;pol_000531;pol_000537,/domain5,/domain5/data/doc/pol_000302,/domain5=0.7520,0,1,0.752024,22400.0000,22408.1934,22408.1934,22416.3681,16.3681,-1,2,-1,8,1,4824,1087,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.1747,22400000000,22408193360,22408193360,22416368096
12,flood,Locate every pollution unit across Greenfield Park,7,pol_000093;pol_000125;pol_000133;pol_000149;pol_000153;pol_000169;pol_000229;pol_000253;pol_000273;pol_000285;pol_000309;pol_000313;pol_000345;pol_000369;pol_000405;pol_000473;pol_000509;pol_000513;pol_000589,/domain7,/domain7/data/doc/pol_000316,/domain7=0.7498;/domain6=0.6960;/domain1=0.6884;/domain4=0.6785;/domain0=0.6308;/domain2=0.6044,0,1,0.604437,22600.0000,22608.1927,22608.1927,22614.8555,14.8555,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.6627,22600000000,22608192736,22608192736,22614855472
13,flood,Give me streetlight information near North Harbor Cultural Center,0,sl_000113;sl_000121;sl_000129;sl_000137;sl_000181;sl_000185;sl_000229;sl_000261;sl_000281;sl_000289;sl_000301;sl_000425;sl_000465;sl_000517;sl_000553;sl_000565;sl_000569;sl_000581,/domain0,/domain0/data/doc/sl_000499,/domain0=0.7612;/domain2=0.6979;/domain6=0.6457;/domain4=0.6295;/domain1=0.6268,0,1,0.697935,22800.0000,22808.1927,22808.1927,22815.9434,15.9434,-1,2,-1,8,1,4824,1238,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.7507,22800000000,22808192736,22808192736,22815943440
14,flood,What streetlight readings are reported in Midtown Center?,4,sl_000014;sl_000022;sl_000058;sl_000066;sl_000086;sl_000146;sl_000226;sl_000250;sl_000298;sl_000306;sl_000378;sl_000402;sl_000598,/domain4,/domain4/data/doc/sl_000351,/domain4=0.6934;/domain6=0.6631;/domain2=0.6289,0,1,0.628882,23000.0000,23008.1927,23008.1927,23014.5374,14.5374,-1,2,-1,8,1,4824,1162,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.3447,23000000000,23008192736,23008192736,23014537440
15,flood,Find all pollution sensors in Lakeside District,5,pol_000138;pol_000150;pol_000168;pol_000180;pol_000204;pol_000234;pol_000240;pol_000246;pol_000264;pol_000306;pol_000336;pol_000384;pol_000438;pol_000492;pol_000510;pol_000558;pol_000576,/domain5,/domain5/data/doc/pol_000353,/domain5=0.8434;/domain1=0.6545;/domain6=0.6443;/domain2=0.6264;/domain3=0.6095;/domain0=0.6084;/domain7=0.6037,0,1,0.843393,23200.0000,23208.1934,23208.1934,23216.3681,16.3681,-1,2,-1,8,1,4824,1321,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.1747,23200000000,23208193360,23208193360,23216368096
16,flood,What parking readings are reported in Westside Heights?,1,p_000244;p_000272;p_000376,/domain1,/domain1/data/doc/p_000440,/domain1=0.7513;/domain3=0.6908;/domain0=0.6408;/domain6=0.6370;/domain7=0.6132;/domain5=0.6044;/domain4=0.6007,0,1,0.604385,23400.0000,23408.1933,23408.1933,23415.4300,15.4300,-1,2,-1,8,1,4824,1307,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,7.2367,23400000000,23408193328,23408193328,23415430000
17,flood,Query traffic records from South Hills Commercial Strip,3,traf_000022;traf_000109;traf_000130;traf_000190;traf_000295;traf_000319;traf_000346;traf_000361;traf_000373;traf_000400;traf_000433;traf_000469;traf_000493;traf_000514;traf_000532;traf_000544;traf_000580;traf_000586;traf_000592,/domain1,/domain1/data/doc/traf_000121,/domain1=0.6375;/domain3=0.6037,0,0,0.637505,23600.0000,23608.1927,23608.1927,23615.4295,15.4295,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1927,7.2368,23600000000,23608192736,23608192736,23615429504
18,flood,What streetlight readings are reported in Lakeside District?,5,sl_000582,/domain5,/domain5/data/doc/sl_000279,/domain5=0.7112,0,1,0.711237,23800.0000,23808.1933,23808.1933,23816.3680,16.3680,-1,2,-1,8,1,4824,1086,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,8.1747,23800000000,23808193344,23808193344,23816368048
19,flood,Locate every pollution unit across Greenfield Park,7,pol_000059;pol_000125;pol_000149;pol_000239;pol_000431;pol_000473;pol_000509,/domain7,/domain7/data/doc/pol_000316,/domain7=0.7498;/domain6=0.6960;/domain1=0.6884;/domain4=0.6785;/domain0=0.6308;/domain2=0.6044,0,1,0.604437,24000.0000,24008.1927,24008.1927,24008.1927,8.1927,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,0.0000,24000000000,24008192736,24008192736,24008192736
20,flood,Find all parking sensors in Westside Heights,1,p_000302;p_000538,/domain1,/domain1/data/doc/traf_000135,/domain1=0.7391;/domain7=0.6255;/domain0=0.6052,0,1,0.605210,24200.0000,24208.1927,24208.1927,24215.4295,15.4295,-1,2,-1,8,1,4824,1168,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.2368,24200000000,24208192736,24208192736,24215429504
21,flood,Search for streetlight devices in North Harbor Commercial Strip,0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain0,/domain0/data/doc/sl_000056,/domain0=0.7411;/domain2=0.6959;/domain5=0.6667;/domain6=0.6589;/domain1=0.6301;/domain7=0.6030,0,1,0.666729,24400.0000,24408.1933,24408.1933,24415.9440,15.9440,-1,2,-1,8,1,4824,1276,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,7.7507,24400000000,24408193344,24408193344,24415944048
22,flood,Give me pollution information near Eastshore Quarter City Hall,2,pol_000028;pol_000100;pol_000118;pol_000154;pol_000199;pol_000235;pol_000280;pol_000325;pol_000361;pol_000367;pol_000370;pol_000397;pol_000412;pol_000415;pol_000433;pol_000436;pol_000451;pol_000457,/domain2,/domain2/data/doc/pol_000446,/domain2=0.7722;/domain1=0.7204;/domain6=0.6688;/domain0=0.6604;/domain3=0.6578;/domain7=0.6400;/domain4=0.6092;/domain5=0.6002,0,1,0.600210,24600.0000,24608.1934,24608.1934,24616.2901,16.2901,-1,2,-1,8,1,4824,1360,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.0967,24600000000,24608193360,24608193360,24616290096
23,flood,Query parking records from Westside Heights Waterfront,1,p_000136;p_000328;p_000516,/domain1,/domain1/data/doc/p_000101,/domain1=0.7287;/domain7=0.6323;/domain2=0.6229;/domain3=0.6141,0,1,0.622864,24800.0000,24808.1927,24808.1927,24815.4294,15.4294,-1,2,-1,8,1,4824,1196,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.2367,24800000000,24808192736,24808192736,24815429408
24,flood,Give me parking information near South Hills Main Station,3,p_000078;p_000150;p_000168;p_000252;p_000270;p_000312;p_000348;p_000360;p_000390;p_000468;p_000570;p_000588,/domain3,/domain3/data/doc/p_000424,/domain3=0.7773;/domain6=0.6967;/domain1=0.6668;/domain0=0.6472;/domain4=0.6328;/domain2=0.6310;/domain7=0.6296,0,1,0.631044,25000.0000,25008.1927,25008.1927,25008.1927,8.1927,-1,2,-1,8,1,4824,1307,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,0.0000,25000000000,25008192736,25008192736,25008192736
25,flood,Locate every parking unit across Greenfield Park,7,p_000041;p_000137;p_000167;p_000173;p_000179;p_000197;p_000227;p_000323;p_000365;p_000371;p_000401;p_000479;p_000539;p_000545;p_000563,/domain7,/domain7/data/doc/p_000547,/domain7=0.7835;/domain6=0.7483;/domain1=0.6807;/domain2=0.6754;/domain3=0.6653;/domain5=0.6432;/domain0=0.6354;/domain4=0.6337,0,1,0.643242,25200.0000,25208.1933,25208.1933,25214.8560,14.8560,-1,2,-1,8,1,4824,1344,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,6.6627,25200000000,25208193328,25208193328,25214856000
26,flood,Find all parking sensors in Old Town Core,6,p_000005;p_000029;p_000053;p_000149;p_000217;p_000269;p_000281;p_000301;p_000357;p_000361;p_000409;p_000413;p_000441;p_000445;p_000481;p_000501;p_000509;p_000557;p_000585,/domain6,/domain6/data/doc/pol_000582,/domain6=0.6989,0,1,0.698945,25400.0000,25408.1927,25408.1927,25415.8075,15.8075,-1,2,-1,8,1,4824,1087,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,25400000000,25408192736,25408192736,25415807472
27,flood,Show pollution status for the South Hills Transit Hub zone,3,pol_000074;pol_000139;pol_000159;pol_000164;pol_000269;pol_000404;pol_000419;pol_000439;pol_000479;pol_000484;pol_000529,/domain1,/domain1/data/doc/pol_000142,/domain1=0.7697;/domain3=0.7686;/domain6=0.7669;/domain2=0.7256;/domain0=0.6845;/domain7=0.6809;/domain4=0.6786;/domain5=0.6262,0,0,0.626210,25600.0000,25608.1934,25608.1934,25608.1934,8.1934,-1,2,-1,8,1,4824,1360,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1934,0.0000,25600000000,25608193360,25608193360,25608193360
28,flood,Search for pollution devices in Old Town Core Commercial Strip,6,pol_000032;pol_000248;pol_000254;pol_000368;pol_000416;pol_000464;pol_000554;pol_000578,/domain6,/domain6/data/doc/pol_000346,/domain6=0.7125;/domain1=0.6043,0,1,0.712492,25800.0000,25808.1927,25808.1927,25815.8075,15.8075,-1,2,-1,8,1,4824,1126,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,25800000000,25808192736,25808192736,25815807472
29,flood,Give me pollution information near Old Town Core Cultural Center,6,pol_000034;pol_000094;pol_000232;pol_000244;pol_000292;pol_000310;pol_000328;pol_000346;pol_000358;pol_000382;pol_000388;pol_000514,/domain6,/domain6/data/doc/pol_000055,/domain6=0.8173;/domain4=0.7049;/domain3=0.6749;/domain1=0.6444;/domain0=0.6379;/domain7=0.6296;/domain2=0.6135,0,1,0.613537,26000.0000,26008.1927,26008.1927,26015.8075,15.8075,-1,2,-1,8,1,4824,1321,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,26000000000,26008192736,26008192736,26015807472
30,flood,Find all traffic sensors in Lakeside District,5,traf_000376;traf_000409;traf_000424;traf_000511,/domain5,/domain5/data/doc/traf_000390,/domain5=0.8055;/domain1=0.6403;/domain0=0.6379;/domain6=0.6248;/domain7=0.6026,0,1,0.805523,26200.0000,26208.1934,26208.1934,26216.3681,16.3681,-1,2,-1,8,1,4824,1248,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.1748,26200000000,26208193376,26208193376,26216368144
31,flood,Query pollution records from North Harbor Civic Center,0,pol_000126;pol_000290,/domain0,/domain0/data/doc/pol_000209,/domain0=0.7089;/domain6=0.6617;/domain4=0.6369;/domain1=0.6307;/domain3=0.6188;/domain7=0.6156,0,1,0.708901,26400.0000,26408.1927,26408.1927,26415.9435,15.9435,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.7507,26400000000,26408192736,26408192736,26415943472
32,flood,Search for pollution devices in Midtown Center Waterfront,4,pol_000120,/domain4,/domain4/data/doc/pol_000383,/domain4=0.8061;/domain1=0.7231;/domain7=0.7043;/domain6=0.6646;/domain2=0.6455;/domain0=0.6289,0,1,0.645462,26600.0000,26608.1927,26608.1927,26614.5375,14.5375,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.3447,26600000000,26608192736,26608192736,26614537472
33,flood,List traffic data around Midtown Center Lighthouse,4,traf_000044;traf_000049;traf_000054;traf_000079;traf_000129;traf_000239;traf_000289;traf_000369;traf_000389,/domain4,/domain4/data/doc/traf_000012,/domain4=0.7185;/domain6=0.6756;/domain0=0.6431;/domain1=0.6070,0,1,0.643074,26800.0000,26808.1927,26808.1927,26814.5375,14.5375,-1,2,-1,8,1,4824,1208,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.3448,26800000000,26808192736,26808192736,26814537504
34,flood,What parking readings are reported in Lakeside District?,5,p_000076;p_000080;p_000084;p_000128;p_000164;p_000240;p_000248;p_000256;p_000260;p_000268;p_000300;p_000308;p_000332;p_000340;p_000444;p_000448;p_000460;p_000476;p_000552;p_000580,/domain5,/domain5/data/doc/p_000164,/domain5=0.7742;/domain3=0.6267;/domain1=0.6245,1,1,0.774216,27000.0000,27008.1933,27008.1933,27016.3680,16.3680,-1,2,-1,8,1,4824,1159,40,1105,0,0,1,1,0,,none,,redundant,8.1933,8.1747,27000000000,27008193328,27008193328,27016368000
35,flood,List parking data around Eastshore Quarter Main Station,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000541,/domain2=0.7749;/domain1=0.6767;/domain4=0.6451;/domain6=0.6339;/domain0=0.6278;/domain7=0.6027,0,1,0.774933,27200.0000,27208.1927,27208.1927,27216.2894,16.2894,-1,2,-1,8,1,4824,1270,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,8.0967,27200000000,27208192736,27208192736,27216289408
36,flood,Find all traffic sensors in Old Town Core,6,traf_000020;traf_000045;traf_000075;traf_000095;traf_000160;traf_000165;traf_000215;traf_000330;traf_000340;traf_000355;traf_000375;traf_000380;traf_000410;traf_000420;traf_000430;traf_000475;traf_000490,/domain6,/domain6/data/doc/traf_000475,/domain6=0.8002;/domain0=0.6489;/domain7=0.6206;/domain4=0.6127,1,1,0.648888,27400.0000,27408.1927,27408.1927,27415.8075,15.8075,-1,2,-1,8,1,4824,1208,43,1108,0,0,1,1,0,,none,,redundant,8.1927,7.6148,27400000000,27408192736,27408192736,27415807504
37,flood,Query streetlight records from Greenfield Park Industrial Zone,7,sl_000153;sl_000161,/domain7,/domain7/data/doc/sl_000023,/domain7=0.6878;/domain6=0.6038,0,1,0.603788,27600.0000,27608.1927,27608.1927,27614.8554,14.8554,-1,2,-1,8,1,4824,1124,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.6627,27600000000,27608192736,27608192736,27614855440
38,flood,List parking data around North Harbor Clock Tower,0,p_000004;p_000034;p_000148;p_000196;p_000208;p_000220;p_000370;p_000592,/domain0,/domain0/data/doc/p_000204,/domain0=0.7125;/domain2=0.6631;/domain6=0.6171,0,1,0.663134,27800.0000,27808.1927,27808.1927,27815.9434,15.9434,-1,2,-1,8,1,4824,1159,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.7507,27800000000,27808192736,27808192736,27815943408
39,flood,Query parking records from Eastshore Quarter Waterfront,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000181,/domain2=0.7766;/domain1=0.6506;/domain6=0.6370;/domain7=0.6166;/domain5=0.6146;/domain4=0.6139;/domain0=0.6085,0,1,0.614568,28000.0000,28008.1933,28008.1933,28016.2900,16.2900,-1,2,-1,8,1,4824,1307,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,8.0967,28000000000,28008193328,28008193328,28016290000
40,flood,Give me traffic information near Lakeside District City Hall,5,traf_000334;traf_000448;traf_000478,/domain5,/domain5/data/doc/traf_000432,/domain5=0.8042;/domain1=0.6201,0,1,0.804248,28200.0000,28208.1934,28208.1934,28216.3681,16.3681,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.1748,28200000000,28208193376,28208193376,28216368144
41,flood,Find all traffic sensors in South Hills,3,traf_000026;traf_000116;traf_000134;traf_000206;traf_000290;traf_000350;traf_000428;traf_000434;traf_000440;traf_000458,/domain3,/domain3/data/doc/traf_000387,/domain3=0.7279;/domain1=0.7137;/domain6=0.6787;/domain0=0.6556;/domain4=0.6503;/domain2=0.6464;/domain7=0.6201;/domain5=0.6011,0,1,0.601105,28400.0000,28408.1934,28408.1934,28414.7181,14.7181,-1,2,-1,8,1,4824,1368,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,6.5248,28400000000,28408193376,28408193376,28414718144
42,flood,List streetlight data around Eastshore Quarter Riverside Park,2,sl_000007;sl_000031;sl_000039;sl_000055;sl_000111;sl_000159;sl_000239;sl_000431;sl_000511,/domain2,/domain2/data/doc/sl_000408,/domain2=0.7359;/domain0=0.6847;/domain5=0.6755;/domain4=0.6703;/domain7=0.6455;/domain3=0.6378;/domain1=0.6254;/domain6=0.6254,0,1,0.675542,28600.0000,28608.1933,28608.1933,28616.2900,16.2900,-1,2,-1,8,1,4824,1356,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,8.0967,28600000000,28608193344,28608193344,28616290048
43,flood,What pollution readings are reported in South Hills?,3,pol_000046;pol_000052;pol_000058;pol_000070;pol_000238;pol_000340;pol_000484;pol_000598,/domain3,/domain3/data/doc/pol_000338,/domain3=0.7268;/domain1=0.6432;/domain4=0.6277;/domain2=0.6107,0,1,0.610690,28800.0000,28808.1927,28808.1927,28814.7175,14.7175,-1,2,-1,8,1,4824,1204,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.5247,28800000000,28808192736,28808192736,28814717472
44,flood,Search for traffic devices in North Harbor Waterfront,0,traf_000259,/domain0,/domain0/data/doc/traf_000392,/domain0=0.7460;/domain7=0.6177,0,1,0.746014,29000.0000,29008.1927,29008.1927,29015.9435,15.9435,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.7508,29000000000,29008192736,29008192736,29015943504
45,flood,Give me parking information near Old Town Core Botanical Garden,6,p_000032;p_000074;p_000140;p_000278;p_000290;p_000296;p_000356;p_000416;p_000428;p_000488;p_000512;p_000524;p_000584,/domain6,/domain6/data/doc/p_000048,/domain6=0.8581;/domain7=0.6868;/domain2=0.6586;/domain3=0.6367;/domain4=0.6157,0,1,0.658619,29200.0000,29208.1927,29208.1927,29215.8074,15.8074,-1,2,-1,8,1,4824,1233,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,29200000000,29208192736,29208192736,29215807408
46,flood,Query traffic records from Greenfield Park Arts Quarter,7,traf_000074;traf_000144;traf_000154;traf_000164;traf_000184;traf_000189;traf_000254;traf_000284;traf_000299;traf_000309;traf_000329;traf_000504;traf_000524,/domain7,/domain7/data/doc/traf_000096,/domain7=0.6224;/domain6=0.6221,0,1,0.622090,29400.0000,29408.1927,29408.1927,29414.8555,14.8555,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.6628,29400000000,29408192736,29408192736,29414855504
47,flood,Give me pollution information near Greenfield Park University Campus,7,pol_000093;pol_000125;pol_000133;pol_000149;pol_000153;pol_000169;pol_000229;pol_000253;pol_000273;pol_000285;pol_000309;pol_000313;pol_000345;pol_000369;pol_000405;pol_000473;pol_000509;pol_000513;pol_000589,/domain7,/domain7/data/doc/pol_000038,/domain7=0.8328;/domain6=0.7143;/domain1=0.6982;/domain3=0.6412;/domain0=0.6405;/domain4=0.6333;/domain5=0.6260;/domain2=0.6123,0,1,0.625964,29600.0000,29608.1934,29608.1934,29614.8561,14.8561,-1,2,-1,8,1,4824,1360,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,6.6627,29600000000,29608193360,29608193360,29614856096
48,flood,Show parking status for the Eastshore Quarter Arts Quarter zone,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000525,/domain2=0.8339;/domain4=0.7414;/domain6=0.7194;/domain5=0.7000;/domain0=0.6984;/domain7=0.6881;/domain1=0.6788;/domain3=0.6531,0,1,0.699975,29800.0000,29808.1933,29808.1933,29816.2900,16.2900,-1,2,-1,8,1,4824,1344,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,8.0967,29800000000,29808193328,29808193328,29816290000
