qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
22,tag,Give me pollution information near Eastshore Quarter City Hall,2,pol_000028;pol_000100;pol_000118;pol_000154;pol_000199;pol_000235;pol_000280;pol_000325;pol_000361;pol_000367;pol_000370;pol_000397;pol_000412;pol_000415;pol_000433;pol_000436;pol_000451;pol_000457,/domain2,/domain2/data/doc/pol_000446,/domain2=0.7722;/domain7=0.6400;/domain4=0.6092,0,1,0.772211,24600.0000,24608.1200,24608.1200,24616.2167,16.2167,-1,2,-1,8,1,4799,1303,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1200,8.0967,24600000000,24608119976,24608119976,24616216712
23,tag,Query parking records from Westside Heights Waterfront,1,p_000136;p_000328;p_000516,/domain2,/domain2/data/doc/p_000239,/domain2=0.6229;/domain3=0.6141;/domain5=0.5942;/domain6=0.5895;/domain4=0.5470,0,0,0.594177,24800.0000,24808.1930,24808.1930,24816.2897,16.2897,-1,2,-1,8,1,4800,1288,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1930,8.0967,24800000000,24808193048,24808193048,24816289720
24,tag,Give me parking information near South Hills Main Station,3,p_000078;p_000150;p_000168;p_000252;p_000270;p_000312;p_000348;p_000360;p_000390;p_000468;p_000570;p_000588,/domain4,/domain4/data/doc/p_000451,/domain4=0.6328;/domain5=0.5768,0,0,0.576761,25000.0000,25008.1881,25008.1881,25014.5328,14.5328,-1,2,-1,8,1,4800,1288,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1881,6.3447,25000000000,25008188144,25008188144,25014532816
25,tag,Locate every parking unit across Greenfield Park,7,p_000041;p_000137;p_000167;p_000173;p_000179;p_000197;p_000227;p_000323;p_000365;p_000371;p_000401;p_000479;p_000539;p_000545;p_000563,/domain7,/domain7/data/doc/p_000547,/domain7=0.7835;/domain2=0.6754;/domain5=0.6432;/domain4=0.6337,0,1,0.643242,25200.0000,25208.1881,25208.1881,25214.8508,14.8508,-1,2,-1,8,1,4795,1283,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1881,6.6627,25200000000,25208188104,25208188104,25214850776
26,tag,Find all parking sensors in Old Town Core,6,p_000005;p_000029;p_000053;p_000149;p_000217;p_000269;p_000281;p_000301;p_000357;p_000361;p_000409;p_000413;p_000441;p_000445;p_000481;p_000501;p_000509;p_000557;p_000585,/domain6,/domain6/data/doc/pol_000582,/domain6=0.6989;/domain4=0.5308;/domain2=0.5207;/domain3=0.4813;/domain5=0.4627,0,1,0.462695,25400.0000,25408.1882,25408.1882,25415.8029,15.8029,-1,2,-1,8,1,4800,1307,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1882,7.6147,25400000000,25408188176,25408188176,25415802912
27,tag,Show pollution status for the South Hills Transit Hub zone,3,pol_000074;pol_000139;pol_000159;pol_000164;pol_000269;pol_000404;pol_000419;pol_000439;pol_000479;pol_000484;pol_000529,/domain7,/domain7/data/doc/pol_000002,/domain7=0.6809;/domain4=0.6786;/domain5=0.6262,0,0,0.626210,25600.0000,25608.1734,25608.1734,25614.8362,14.8362,-1,2,-1,8,1,4797,1301,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1734,6.6627,25600000000,25608173424,25608173424,25614836160
28,tag,Search for pollution devices in Old Town Core Commercial Strip,6,pol_000032;pol_000248;pol_000254;pol_000368;pol_000416;pol_000464;pol_000554;pol_000578,/domain7,/domain7/data/doc/pol_000091,/domain7=0.5934;/domain4=0.5908;/domain2=0.5851,0,0,0.585127,25800.0000,25808.1200,25808.1200,25814.7827,14.7827,-1,2,-1,8,1,4799,1303,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1200,6.6627,25800000000,25808119976,25808119976,25814782712
29,tag,Give me pollution information near Old Town Core Cultural Center,6,pol_000034;pol_000094;pol_000232;pol_000244;pol_000292;pol_000310;pol_000328;pol_000346;pol_000358;pol_000382;pol_000388;pol_000514,/domain4,/domain4/data/doc/pol_000395,/domain4=0.7049;/domain7=0.6296;/domain2=0.6135,0,0,0.613537,26000.0000,26008.1200,26008.1200,26014.4647,14.4647,-1,2,-1,8,1,4799,1303,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1200,6.3447,26000000000,26008119976,26008119976,26014464712
30,tag,Find all traffic sensors in Lakeside District,5,traf_000376;traf_000409;traf_000424;traf_000511,/domain5,/domain5/data/doc/traf_000390,/domain5=0.8055;/domain4=0.5436,0,1,0.805523,26200.0000,26208.1980,26208.1980,26216.3728,16.3728,-1,2,-1,8,1,4800,1312,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1980,8.1748,26200000000,26208198000,26208198000,26216372768
31,tag,Query pollution records from North Harbor Civic Center,0,pol_000126;pol_000290,/domain4,/domain4/data/doc/pol_000079,/domain4=0.6369;/domain7=0.6156;/domain2=0.5815,0,0,0.581515,26400.0000,26408.1200,26408.1200,26414.4647,14.4647,-1,2,-1,8,1,4799,1303,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1200,6.3447,26400000000,26408119976,26408119976,26414464712
32,tag,Search for pollution devices in Midtown Center Waterfront,4,pol_000120,/domain4,/domain4/data/doc/pol_000383,/domain4=0.8061;/domain7=0.7043;/domain2=0.6455,0,1,0.645462,26600.0000,26608.1200,26608.1200,26614.4647,14.4647,-1,2,-1,8,1,4799,1303,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1200,6.3447,26600000000,26608119976,26608119976,26614464712
33,tag,List traffic data around Midtown Center Lighthouse,4,traf_000044;traf_000049;traf_000054;traf_000079;traf_000129;traf_000239;traf_000289;traf_000369;traf_000389,/domain4,/domain4/data/doc/traf_000012,/domain4=0.7185;/domain6=0.6756;/domain5=0.5880;/domain2=0.4728,0,1,0.587993,26800.0000,26808.1882,26808.1882,26814.5330,14.5330,-1,2,-1,8,1,4800,1312,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1882,6.3448,26800000000,26808188192,26808188192,26814532960
34,tag,What parking readings are reported in Lakeside District?,5,p_000076;p_000080;p_000084;p_000128;p_000164;p_000240;p_000248;p_000256;p_000260;p_000268;p_000300;p_000308;p_000332;p_000340;p_000444;p_000448;p_000460;p_000476;p_000552;p_000580,/domain5,/domain5/data/doc/p_000164,/domain5=0.7742;/domain2=0.5644;/domain7=0.5493;/domain4=0.5205,1,1,0.774216,27000.0000,27008.1685,27008.1685,27016.3432,16.3432,-1,2,-1,8,1,4798,1286,40,1105,0,0,1,1,0,,none,,redundant,8.1685,8.1747,27000000000,27008168496,27008168496,27016343168
35,tag,List parking data around Eastshore Quarter Main Station,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain4,/domain4/data/doc/p_000036,/domain4=0.6451;/domain7=0.6027;/domain5=0.5756,0,0,0.575614,27200.0000,27208.1832,27208.1832,27214.5279,14.5279,-1,2,-1,8,1,4795,1283,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1832,6.3447,27200000000,27208183184,27208183184,27214527856
36,tag,Find all traffic sensors in Old Town Core,6,traf_000020;traf_000045;traf_000075;traf_000095;traf_000160;traf_000165;traf_000215;traf_000330;traf_000340;traf_000355;traf_000375;traf_000380;traf_000410;traf_000420;traf_000430;traf_000475;traf_000490,/domain6,/domain6/data/doc/traf_000475,/domain6=0.8002;/domain4=0.6127;/domain2=0.5502;/domain3=0.5407,1,1,0.550172,27400.0000,27408.1151,27408.1151,27415.7299,15.7299,-1,2,-1,8,1,4800,1312,43,1108,0,0,1,1,0,,none,,redundant,8.1151,7.6148,27400000000,27408115096,27408115096,27415729864
37,tag,Query streetlight records from Greenfield Park Industrial Zone,7,sl_000153;sl_000161,/domain6,/domain6/data/doc/sl_000092,/domain6=0.6038;/domain5=0.5734;/domain4=0.5311,0,0,0.573353,27600.0000,27608.1882,27608.1882,27615.8029,15.8029,-1,2,-1,8,1,4800,1296,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1882,7.6147,27600000000,27608188160,27608188160,27615802864
38,tag,List parking data around North Harbor Clock Tower,0,p_000004;p_000034;p_000148;p_000196;p_000208;p_000220;p_000370;p_000592,/domain0,/domain0/data/doc/p_000204,/domain0=0.7125;/domain4=0.5553;/domain7=0.5416;/domain5=0.5410,0,1,0.540975,27800.0000,27808.1881,27808.1881,27815.9388,15.9388,-1,2,-1,8,1,4800,1303,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1881,7.7507,27800000000,27808188144,27808188144,27815938816
39,tag,Query parking records from Eastshore Quarter Waterfront,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain7,/domain7/data/doc/p_000060,/domain7=0.6166;/domain5=0.6146;/domain4=0.6139,0,0,0.614568,28000.0000,28008.1832,28008.1832,28014.8459,14.8459,-1,2,-1,8,1,4795,1283,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1832,6.6627,28000000000,28008183184,28008183184,28014845856
40,tag,Give me traffic information near Lakeside District City Hall,5,traf_000334;traf_000448;traf_000478,/domain5,/domain5/data/doc/traf_000432,/domain5=0.8042;/domain4=0.5043,0,1,0.804248,28200.0000,28208.1931,28208.1931,28216.3679,16.3679,-1,2,-1,8,1,4800,1312,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1931,8.1748,28200000000,28208193096,28208193096,28216367864
41,tag,Find all traffic sensors in South Hills,3,traf_000026;traf_000116;traf_000134;traf_000206;traf_000290;traf_000350;traf_000428;traf_000434;traf_000440;traf_000458,/domain4,/domain4/data/doc/traf_000015,/domain4=0.6503;/domain7=0.6201;/domain5=0.6011,0,0,0.601105,28400.0000,28408.1783,28408.1783,28414.5231,14.5231,-1,2,-1,8,1,4796,1308,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1783,6.3448,28400000000,28408178336,28408178336,28414523104
42,tag,List streetlight data around Eastshore Quarter Riverside Park,2,sl_000007;sl_000031;sl_000039;sl_000055;sl_000111;sl_000159;sl_000239;sl_000431;sl_000511,/domain5,/domain5/data/doc/sl_000280,/domain5=0.6755;/domain4=0.6703;/domain6=0.6254,0,0,0.675542,28600.0000,28608.1882,28608.1882,28616.3629,16.3629,-1,2,-1,8,1,4800,1296,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1882,8.1747,28600000000,28608188160,28608188160,28616362864
43,tag,What pollution readings are reported in South Hills?,3,pol_000046;pol_000052;pol_000058;pol_000070;pol_000238;pol_000340;pol_000484;pol_000598,/domain4,/domain4/data/doc/pol_900157,/domain4=0.6277;/domain7=0.5818;/domain5=0.5457,0,0,0.545710,28800.0000,28808.1734,28808.1734,28814.5182,14.5182,-1,2,-1,8,1,4797,1301,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1734,6.3447,28800000000,28808173424,28808173424,28814518160
44,tag,Search for traffic devices in North Harbor Waterfront,0,traf_000259,/domain7,/domain7/data/doc/traf_900094,/domain7=0.6177;/domain5=0.5804;/domain4=0.5564,0,0,0.580388,29000.0000,29008.1783,29008.1783,29014.8411,14.8411,-1,2,-1,8,1,4796,1308,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1783,6.6628,29000000000,29008178336,29008178336,29014841104
45,tag,Give me parking information near Old Town Core Botanical Garden,6,p_000032;p_000074;p_000140;p_000278;p_000290;p_000296;p_000356;p_000416;p_000428;p_000488;p_000512;p_000524;p_000584,/domain6,/domain6/data/doc/p_000048,/domain6=0.8581;/domain2=0.6586;/domain3=0.6367;/domain4=0.6157;/domain5=0.5445,0,1,0.544520,29200.0000,29208.1881,29208.1881,29215.8028,15.8028,-1,2,-1,8,1,4800,1288,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1881,7.6147,29200000000,29208188144,29208188144,29215802816
46,tag,Query traffic records from Greenfield Park Arts Quarter,7,traf_000074;traf_000144;traf_000154;traf_000164;traf_000184;traf_000189;traf_000254;traf_000284;traf_000299;traf_000309;traf_000329;traf_000504;traf_000524,/domain7,/domain7/data/doc/traf_000096,/domain7=0.6224;/domain4=0.5471;/domain5=0.4978,0,1,0.497815,29400.0000,29408.1784,29408.1784,29414.8412,14.8412,-1,2,-1,8,1,4800,1312,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1784,6.6628,29400000000,29408178384,29408178384,29414841152
47,tag,Give me pollution information near Greenfield Park University Campus,7,pol_000093;pol_000125;pol_000133;pol_000149;pol_000153;pol_000169;pol_000229;pol_000253;pol_000273;pol_000285;pol_000309;pol_000313;pol_000345;pol_000369;pol_000405;pol_000473;pol_000509;pol_000513;pol_000589,/domain7,/domain7/data/doc/pol_000038,/domain7=0.8328;/domain4=0.6333;/domain2=0.6123,0,1,0.612300,29600.0000,29608.1200,29608.1200,29614.7827,14.7827,-1,2,-1,8,1,4799,1303,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1200,6.6627,29600000000,29608119976,29608119976,29614782712
48,tag,Show parking status for the Eastshore Quarter Arts Quarter zone,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain4,/domain4/data/doc/p_000233,/domain4=0.7414;/domain5=0.7000;/domain7=0.6881,0,0,0.699975,29800.0000,29808.1832,29808.1832,29814.5279,14.5279,-1,2,-1,8,1,4795,1283,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1832,6.3447,29800000000,29808183184,29808183184,29814527856
49,tag,Give me parking information near Old Town Core Shopping Mall,6,p_000070;p_000142;p_000154;p_000172;p_000178;p_000184;p_000304;p_000310;p_000388;p_000418;p_000436;p_000496;p_000532;p_000550;p_000556;p_000598,/domain6,/domain6/data/doc/p_000216,/domain6=0.7854;/domain3=0.6419;/domain4=0.6367;/domain2=0.6266;/domain5=0.5802,0,1,0.580196,30000.0000,30008.1881,30008.1881,30015.8028,15.8028,-1,2,-1,8,1,4800,1288,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1881,7.6147,30000000000,30008188144,30008188144,30015802816
50,tag,List parking data around Lakeside District Shopping Mall,5,p_000335,/domain5,/domain5/data/doc/p_000164,/domain5=0.7711;/domain2=0.5729;/domain7=0.5475;/domain4=0.4902,0,1,0.771128,30200.0000,30208.1685,30208.1685,30216.3432,16.3432,-1,2,-1,8,1,4798,1286,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1685,8.1747,30200000000,30208168496,30208168496,30216343168
51,tag,Show traffic status for the South Hills Financial Row zone,3,traf_000149;traf_000179;traf_000407;traf_000527,/domain3,/domain3/data/doc/traf_000190,/domain3=0.6972;/domain4=0.6191;/domain0=0.5520;/domain2=0.5412;/domain5=0.5024,0,1,0.502426,30400.0000,30408.1833,30408.1833,30414.7081,14.7081,-1,2,-1,8,1,4800,1308,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1833,6.5248,30400000000,30408183288,30408183288,30414708056
