query_id,query_text,vector,target_docids,target_domains
q0098,Search for streetlight devices in Westside Heights Financial Row,"[0.001280,0.063252,-0.059503,0.093158,-0.097459,-0.007735,-0.069550,-0.096088,-0.152449,-0.047156,0.002004,0.157119,-0.005028,0.018258,0.136811,-0.023269,0.184688,-0.021825,0.017951,-0.093164,-0.039842,-0.101225,0.096539,-0.115498,0.065850,-0.271680,-0.083897,-0.020417,0.007136,0.086430,0.079375,0.143293,0.003654,-0.146667,0.054876,0.161691,-0.105286,-0.094567,-0.019776,-0.040223,0.321558,-0.091497,0.007549,-0.041096,0.018335,0.039814,0.032807,0.069857,-0.112896,-0.000591,-0.126226,0.071506,0.069401,0.125659,-0.179652,0.054398,0.080692,0.056291,-0.019082,-0.010762,-0.087283,0.111771,0.093078,0.050939,-0.146668,0.041822,-0.024522,-0.064483,0.146923,-0.032315,-0.058091,-0.023770,-0.117086,-0.020172,-0.084546,0.043043,-0.101823,-0.046171,0.021847,0.049544,0.104214,0.017813,0.005584,0.041591,0.050946,0.123753,-0.061508,-0.059605,0.050767,0.102674,-0.094293,0.007158,-0.075896,-0.104650,-0.003950,0.108001,0.081671,-0.033731,-0.007925,-0.047809,-0.136218,0.034521,0.005298,0.018944,-0.056450,0.124656,0.012640,0.026052,-0.060350,0.076246,-0.048220,0.069529,0.075666,0.142400,-0.013008,-0.091306,-0.013000,-0.060605,-0.067529,-0.170538,0.080471,0.005899,-0.096299,0.142031,0.083627,0.013458,-0.027218,0.054353]",sl_000132;sl_000348;sl_000492;sl_000600,1.0
q0099,List streetlight data around Westside Heights Riverside Park,"[-0.021758,0.040675,-0.017933,0.124404,-0.043178,-0.031566,-0.050668,-0.136794,-0.152724,-0.037919,-0.036345,0.154460,0.052829,0.029030,0.073753,0.017553,0.064002,-0.037240,0.015019,-0.111304,0.021902,-0.080746,0.021284,0.014015,0.094801,-0.284389,-0.031133,0.090229,-0.072358,0.088619,0.025487,0.019764,-0.131910,-0.227113,-0.080101,0.189492,-0.103015,-0.052468,-0.004041,-0.054148,0.334113,-0.018348,0.094873,-0.020242,-0.074171,0.079526,0.010239,-0.023710,-0.057223,-0.024685,-0.119013,-0.032896,0.030994,0.122356,-0.125129,0.039249,0.161523,-0.020125,-0.001361,-0.054906,-0.065646,0.071399,-0.002403,0.078717,-0.116046,0.061918,-0.045752,-0.040704,0.102476,0.030534,-0.101924,0.068066,-0.023381,-0.008512,-0.002853,0.121419,-0.064602,-0.146254,0.018990,0.046015,0.038789,0.122328,-0.064047,0.048099,0.074994,0.126014,-0.130983,-0.091668,-0.032679,0.070587,-0.031311,0.078054,-0.089075,-0.141110,-0.002562,0.077770,-0.033852,-0.132796,-0.041718,-0.008652,-0.061088,0.008736,-0.090627,-0.035044,-0.040296,0.121446,0.058342,-0.009098,-0.035852,0.028860,-0.010077,0.110747,0.144846,0.109302,0.025723,-0.112967,0.086162,-0.073377,-0.011807,-0.087239,0.024431,0.055125,-0.058290,0.108544,0.091201,0.111382,-0.130881,-0.035155]",sl_000554,1.0
q0100,List pollution data around Lakeside District Botanical Garden,"[0.091596,-0.054520,0.052393,0.125117,-0.038978,-0.123661,0.014050,0.052391,0.072853,-0.216519,0.072002,0.154451,0.049296,0.097005,-0.071089,0.083306,-0.134977,0.068644,0.092305,0.094046,0.043172,0.107680,-0.113175,-0.035364,0.054474,0.033874,-0.027863,0.085007,-0.024914,0.000762,0.033849,-0.045831,-0.177027,-0.100493,0.063819,-0.039307,-0.129818,-0.020941,-0.068887,0.007365,0.036993,-0.044368,0.051604,0.115739,-0.032493,-0.034574,-0.112393,-0.123234,0.024160,0.095913,-0.164988,-0.121057,-0.053262,0.057813,-0.035531,0.005661,0.044958,-0.071114,-0.039454,-0.013356,-0.011588,0.021738,-0.038520,-0.095569,-0.202975,0.002637,-0.128457,-0.020587,0.027433,-0.034639,-0.261298,0.144353,-0.075925,0.053653,0.143118,0.047059,-0.041641,-0.046268,0.025590,0.047955,0.099414,0.200991,0.038890,-0.082729,0.032847,0.004414,0.052099,0.067444,0.067885,-0.098239,-0.035939,0.039606,-0.135233,0.208229,0.100981,0.111711,-0.005224,-0.063683,0.130520,-0.084869,-0.021050,-0.091761,-0.157021,-0.026121,0.083172,0.101309,-0.056649,0.067055,-0.104627,0.021685,0.050821,0.066514,-0.061873,-0.012915,-0.048688,0.006758,-0.008558,-0.023164,0.008464,-0.047572,-0.058834,0.060117,0.048228,0.029565,-0.158031,0.149445,-0.186145,-0.024747]",pol_000138,5.0
q0101,What traffic readings are reported in North Harbor?,"[0.071372,0.018199,-0.079298,0.014489,-0.143085,-0.114451,0.103837,-0.059799,-0.050169,-0.143149,-0.035980,0.199564,0.034129,0.019449,-0.016377,-0.018220,0.047708,0.053300,0.139128,0.027541,-0.060902,-0.167115,-0.173625,-0.012262,-0.038154,-0.071608,0.039914,0.096254,-0.159456,-0.058020,0.022729,0.114932,-0.002633,0.030021,0.121083,-0.121828,0.127928,0.048942,-0.143166,0.028686,-0.005220,0.069726,0.139902,0.070279,0.062499,0.058379,0.027233,0.009235,0.067063,0.235615,-0.039525,-0.162832,-0.103213,-0.018680,-0.005938,0.181118,0.099347,-0.034326,-0.084881,-0.152581,0.097070,0.008934,0.099035,0.029350,-0.012943,0.002625,0.030558,0.046445,0.091601,-0.041882,-0.052427,-0.059824,-0.113569,0.108466,0.064473,0.165192,0.032197,-0.099056,-0.011443,-0.123204,0.040843,0.158238,-0.161150,0.013603,0.263390,0.068207,0.035240,0.042007,-0.068602,-0.011277,-0.128125,0.031333,-0.022657,-0.027720,-0.058794,0.027556,-0.003383,0.055091,0.025749,0.089884,-0.039510,-0.123655,-0.085828,-0.033763,-0.019204,0.010775,-0.001253,0.128203,-0.007401,0.036648,-0.118517,0.168134,0.041512,0.083739,0.160321,0.023997,0.051341,-0.082946,0.058401,-0.087186,0.008379,-0.073613,-0.018390,0.028176,0.002840,-0.021724,-0.070589,0.006704]",traf_000041;traf_000101;traf_000131;traf_000186;traf_000216;traf_000296;traf_000381;traf_000411;traf_000421;traf_000506;traf_000516;traf_000556;traf_000576,0.0
q0102,Search for pollution devices in Westside Heights Financial Row,"[0.084795,0.071572,-0.034433,0.092464,-0.046446,0.016003,0.025394,0.012912,-0.161879,-0.117742,0.102883,0.286100,0.105547,0.072919,0.054671,-0.051016,0.165488,0.080055,0.112051,-0.031892,-0.013340,-0.116403,-0.030847,-0.229925,0.005556,-0.120218,-0.044983,0.057022,-0.007806,0.042903,0.110224,0.058676,0.064782,-0.065619,0.115197,0.006262,-0.070456,-0.060525,-0.005416,-0.090646,0.100593,-0.065645,0.047934,0.011302,0.057583,-0.027810,-0.028694,-0.019964,0.031267,0.018303,-0.138438,-0.060362,0.028523,0.101833,-0.103725,0.050447,0.076669,-0.123858,-0.014363,-0.034556,0.032853,0.116030,0.018590,0.044669,-0.181359,0.074122,-0.149843,-0.057455,0.096196,-0.034104,-0.176894,0.057821,-0.082053,-0.003022,0.003466,-0.001264,-0.073978,-0.003255,0.073216,-0.015496,0.121091,0.059451,0.087577,-0.118288,0.158343,0.097095,0.065261,-0.070288,0.044780,0.145255,-0.053158,0.006363,-0.116111,0.063286,0.061124,0.121422,0.088880,0.043698,0.093163,-0.054924,-0.151526,-0.057164,-0.152651,0.024048,0.020614,0.162363,-0.046135,0.008267,-0.078137,0.123708,-0.016583,0.105604,0.011761,0.061319,-0.008466,0.017572,-0.029326,-0.111688,-0.103497,-0.174234,-0.006742,0.047009,-0.001155,0.171781,0.000115,0.029259,-0.107422,0.101218]",pol_000087;pol_000165,1.0
q0103,Search for streetlight devices in Greenfield Park Industrial Zone,"[-0.005451,0.083248,0.004551,0.037702,-0.128249,-0.050691,-0.088240,-0.123005,-0.188196,-0.028113,0.005413,0.174379,-0.113214,-0.011226,0.076410,-0.003782,0.027179,0.071357,-0.065439,-0.014312,-0.038202,-0.038273,0.075294,-0.065681,0.153087,-0.209639,-0.182087,-0.032218,0.014808,-0.007792,0.046251,0.076855,0.046278,0.033781,-0.037403,0.124866,-0.020638,-0.016937,0.010635,0.080807,0.328819,-0.117193,0.055047,-0.030530,0.013216,0.153848,-0.119434,-0.023244,-0.166676,0.035935,-0.073236,0.034503,0.170011,0.046322,-0.201915,0.050142,0.054417,0.120475,-0.036903,-0.073525,-0.081919,0.044404,0.021237,0.056542,-0.132162,0.109250,-0.069659,-0.060896,0.153776,0.017943,-0.152130,-0.001827,0.015574,-0.019479,-0.089977,0.074945,-0.099746,-0.082368,0.004975,0.063752,-0.028088,0.181950,-0.066149,0.054516,-0.121726,0.034028,0.047789,0.008574,0.048347,0.072775,-0.065715,0.003633,0.024811,-0.107018,-0.049715,0.080864,-0.052901,-0.040331,-0.003548,0.006608,-0.097983,0.020986,-0.012144,0.040252,-0.012596,0.086838,0.109066,-0.043604,-0.163962,0.072898,-0.070131,0.013207,0.069243,0.159170,0.015142,-0.107539,-0.013199,0.001683,-0.077797,-0.137996,0.021398,-0.044231,-0.094566,0.147954,0.060427,0.002596,-0.020185,0.004776]",sl_000042;sl_000074;sl_000122;sl_000154;sl_000162;sl_000178;sl_000218;sl_000242;sl_000290;sl_000338;sl_000410;sl_000458;sl_000570;sl_000586,7.0
q0104,Query streetlight records from Old Town Core Financial Row,"[0.037654,0.003723,0.058579,0.126214,-0.064742,-0.036075,0.000616,-0.028534,0.002598,-0.070748,0.108904,0.033257,0.016929,0.088198,0.159779,0.028381,0.123030,0.012450,-0.149889,-0.023479,0.002307,-0.185837,0.057067,-0.055665,-0.046168,-0.102193,-0.116917,0.015505,0.024463,0.214759,0.023335,0.116601,-0.044872,-0.237676,-0.009144,0.115232,-0.076326,-0.072210,-0.030883,-0.089403,0.221237,-0.029767,-0.047635,-0.083184,-0.005207,0.033648,-0.008186,0.117923,-0.192453,-0.101176,-0.190087,0.072090,0.034583,0.085937,0.014798,0.041990,0.016861,0.116806,-0.052122,-0.045209,-0.069160,0.050740,0.029132,0.068436,-0.128665,-0.016025,-0.062587,-0.107343,0.061379,-0.137154,-0.014489,-0.026295,-0.067731,0.020234,-0.145741,0.000540,0.026654,-0.000567,-0.011726,-0.053741,0.063864,0.099580,-0.159955,-0.012654,0.036305,0.032179,-0.183469,-0.079726,0.121954,0.032196,-0.148131,0.074809,-0.047195,-0.096442,0.051294,0.061909,0.071409,-0.084238,-0.011294,-0.055918,-0.151248,-0.043153,-0.059681,0.049527,0.029150,0.199887,0.015579,0.145825,0.058991,0.003305,0.099049,0.006582,0.063752,0.225892,-0.068227,-0.001917,-0.028700,-0.068448,-0.026592,-0.093853,0.108402,0.049031,-0.075010,0.091656,0.035483,-0.010466,-0.034387,-0.024374]",sl_000316;sl_000468,6.0
q0105,Query traffic records from North Harbor Residential Block,"[0.052930,-0.038089,0.031876,0.094946,-0.149062,-0.093282,0.161401,-0.073802,0.009647,-0.123165,-0.062101,0.169780,0.125576,0.057189,0.041382,0.083504,0.073850,0.133524,0.011478,-0.009262,-0.076483,-0.211274,-0.147202,-0.028995,-0.052996,-0.018356,0.053878,0.062610,-0.041033,0.138822,-0.042231,0.012945,0.019264,-0.124076,0.050774,-0.051574,-0.142119,-0.076433,-0.132645,-0.089823,0.103720,0.032380,0.055882,0.086992,0.096147,-0.010710,0.087629,0.016147,-0.116241,-0.005206,-0.134806,0.010883,-0.046147,0.199330,-0.063525,0.058388,0.025541,0.063271,-0.044447,-0.108432,0.036068,0.042823,-0.030995,0.137810,-0.038491,-0.047724,-0.022542,0.059213,0.035043,-0.110455,-0.041014,0.018380,0.111856,0.165838,-0.008920,0.023065,0.013177,-0.007048,0.010470,-0.140041,0.081057,0.222495,-0.243396,-0.092889,0.198458,-0.033906,-0.059920,-0.045739,0.012427,-0.054401,-0.150253,0.132461,-0.002253,-0.089093,-0.054525,0.000375,0.063241,-0.040328,-0.026598,0.093325,-0.117989,-0.020868,-0.142543,-0.120360,-0.014205,0.025641,0.007508,0.103687,0.028568,0.125599,-0.121016,0.063189,0.102403,0.113435,0.008820,0.012799,-0.056647,-0.085753,-0.000401,-0.022351,0.091785,-0.050253,-0.012238,0.091850,-0.004688,0.013294,-0.091036,-0.035487]",traf_000082;traf_000232;traf_000454;traf_000502,0.0
q0106,"Show parking where occupancyStatus is full, category is rooftop in South Hills Downtown","[-0.088918,0.161948,-0.084752,0.020506,-0.041495,0.029000,0.031282,-0.067730,-0.144572,-0.080192,0.080257,-0.006284,0.006865,0.075569,0.082054,0.026593,0.104917,0.128225,0.081837,-0.172093,0.057769,0.010506,0.023654,-0.159874,0.066542,-0.051180,-0.064308,-0.149751,-0.060914,-0.061574,0.069987,-0.027944,-0.097955,-0.142271,0.038411,0.048574,-0.139532,0.128884,-0.031794,0.041027,0.144793,0.140360,-0.020306,0.026291,-0.078443,0.033767,0.118373,-0.043952,-0.037616,-0.140190,0.050191,-0.013030,0.129006,-0.020692,-0.188867,0.018682,0.139788,0.057803,0.175372,-0.007217,-0.031038,0.015374,0.022047,-0.011368,-0.085801,0.092217,-0.228063,-0.063629,-0.039374,-0.085354,-0.095364,0.060266,0.025142,0.081448,-0.086875,0.126469,0.030376,-0.121130,-0.032473,-0.011529,0.102026,0.066494,-0.033446,-0.100204,0.020671,-0.005125,0.013751,-0.106777,0.011241,0.225767,-0.161941,0.018726,-0.094067,-0.082610,0.055977,0.129894,0.060969,-0.020837,0.016754,-0.002242,-0.002032,-0.083928,-0.195161,-0.039719,-0.036678,-0.067416,0.025692,-0.002126,-0.081481,-0.090302,0.175287,0.024807,0.039565,-0.007651,0.088116,-0.025184,-0.053791,-0.010626,-0.008740,-0.120621,-0.055826,0.006237,-0.134632,0.187487,0.079703,0.073645,-0.029100,0.013645]",p_000130;p_000358,3.0
q0107,"Show pollution where monitoringStation is satellite, airQualityLevel is good in North Harbor Arts Quarter","[0.119711,0.098054,0.093351,0.105497,0.077460,-0.103253,-0.061587,0.016519,-0.086653,-0.190544,0.092450,0.160971,0.154475,-0.108716,0.007688,0.068540,0.049716,0.084412,0.157278,-0.154726,-0.026574,-0.043308,-0.127791,-0.160361,-0.114470,0.075303,0.030921,0.082396,-0.079812,-0.060003,-0.017000,0.055352,-0.011421,0.088024,0.097317,-0.120738,0.084384,-0.123260,0.023351,-0.016922,0.002134,0.045341,0.083643,0.050334,0.043375,0.079900,-0.092426,-0.072110,0.115781,0.057680,-0.124743,-0.121908,-0.112895,0.043988,0.052682,0.088611,0.137406,-0.102124,-0.078652,-0.008744,0.125642,-0.042971,-0.028983,0.014976,-0.059596,-0.043392,-0.097431,0.002800,0.060170,0.035125,-0.184302,-0.000951,-0.059092,0.021145,0.104153,0.018736,-0.087749,-0.070579,-0.011288,-0.009959,0.032761,0.196785,-0.023207,-0.069883,0.081913,0.049664,0.143822,0.019619,0.024655,-0.012164,-0.122500,0.121698,-0.059577,0.099245,-0.098640,-0.005213,0.016753,-0.096467,0.132445,0.038826,-0.029321,-0.109632,-0.143129,-0.045898,0.000975,0.119389,-0.060684,0.086235,-0.033605,0.074131,-0.070540,0.112453,0.041705,0.141078,0.007944,0.074275,-0.008531,-0.185313,-0.013682,-0.110072,-0.127307,-0.081902,0.062749,0.098270,-0.022174,-0.077247,-0.086151,0.097837]",pol_000006;pol_000021;pol_000066;pol_000126;pol_000276;pol_000351;pol_000516;pol_000546;pol_000591,0.0
q0108,Give me pollution where source_type equals industrial and monitoringStation equals satellite,"[0.115072,-0.034105,0.032811,0.182863,0.093155,-0.095745,-0.056600,0.146999,-0.140201,-0.111281,0.048890,0.035248,0.306011,-0.129183,-0.047936,-0.082446,-0.097391,0.147229,0.028310,-0.038960,-0.052699,-0.101492,-0.098847,-0.087505,-0.149219,0.039493,0.113612,0.077259,-0.002267,-0.070543,-0.056282,0.022224,0.031079,0.115753,0.065112,-0.070325,0.075644,-0.165242,0.053596,0.011949,-0.094766,-0.040455,0.074777,-0.071169,0.077245,0.186904,-0.031701,0.023579,0.011906,0.105572,-0.039959,-0.078371,-0.000405,0.006237,0.144053,0.046675,0.001320,-0.231966,-0.130252,-0.066802,0.083875,0.071551,0.071571,0.098275,-0.039093,0.074766,-0.036600,0.118565,0.060187,-0.008781,-0.129573,0.042509,-0.077377,0.010361,0.061706,0.061897,-0.017899,0.059324,0.063932,-0.122527,-0.016850,0.192306,-0.037046,-0.083270,0.003864,0.063773,0.196745,0.020756,-0.070233,-0.045038,-0.045343,0.025286,0.028003,-0.025181,-0.008679,-0.107152,-0.004483,-0.059357,0.135816,0.101200,-0.084548,0.034293,-0.170559,0.039310,0.073623,0.042882,0.029543,0.004860,-0.050944,0.077080,0.020105,0.071835,0.040200,0.061961,-0.038636,-0.099933,-0.018585,-0.167577,0.008746,-0.061136,-0.084688,-0.016574,0.051301,0.045012,-0.017298,-0.032576,-0.079300,0.123332]",pol_000069;pol_000141;pol_000165;pol_000321;pol_000465;pol_000477;pol_000489;pol_000585,1.0
q0109,pollution with source_type=residential and pollutantType=CO close to Old Town Core Clock Tower,"[0.151342,0.016249,0.055746,-0.006849,0.064444,-0.054372,-0.001096,0.079355,-0.191488,-0.097100,0.092488,0.065377,0.121057,0.042066,0.061930,0.019044,-0.044566,0.123717,0.023126,0.064517,0.036673,-0.058098,-0.146110,-0.153635,-0.206717,0.104210,0.028106,0.168973,-0.066031,-0.023154,-0.087243,-0.024683,0.058044,0.065339,0.137386,-0.086979,0.039000,-0.037973,0.082502,-0.002904,0.016521,-0.017120,0.100013,0.035215,-0.080968,0.201195,-0.078614,0.010934,-0.021872,0.159546,-0.051721,0.007864,0.082494,-0.006500,-0.049264,0.099446,-0.027232,-0.217065,-0.094496,-0.070856,0.090220,-0.048846,-0.000508,0.090982,-0.085242,-0.013009,-0.167820,0.090721,0.042956,0.059388,-0.149773,0.023244,-0.128707,0.013411,0.005470,0.121590,-0.024858,-0.059075,0.049879,-0.029737,-0.008360,0.170304,0.071864,0.002411,0.039436,0.068767,0.143691,0.096963,-0.021196,-0.069381,-0.082355,-0.002186,0.048993,0.071784,0.031462,-0.027746,0.049336,-0.036839,0.121287,0.040070,-0.106014,-0.031817,-0.273381,0.106051,0.097376,0.106615,0.024145,0.062758,-0.031398,0.133937,0.048849,0.068545,0.168075,0.078065,-0.066948,-0.001949,-0.018970,-0.191198,-0.004938,-0.005287,-0.106858,-0.070175,-0.024916,0.055080,-0.032357,0.023397,0.025956,0.068007]",pol_000023;pol_000047;pol_000275;pol_000299;pol_000371;pol_000503,6.0
q0110,Give me traffic where roadType equals residential and congestionLevel equals moderate,"[-0.044109,-0.026195,-0.016752,0.167458,-0.094751,0.101170,0.059790,0.066208,0.007623,-0.176361,-0.027400,0.079527,0.042179,0.019908,-0.094908,-0.083341,-0.024724,0.177639,0.105420,0.038680,0.002997,-0.166700,-0.134849,-0.148048,-0.036225,-0.018376,0.172553,0.061084,0.014343,-0.050997,0.011619,0.085789,0.000843,-0.021798,0.108993,-0.088332,-0.104918,-0.120461,-0.034199,-0.144866,-0.075744,-0.013081,0.147372,0.001668,-0.023034,0.198758,-0.058239,-0.065667,0.070783,0.125432,0.025550,-0.230227,-0.079390,-0.044466,-0.062340,-0.064115,0.092975,-0.164316,0.081189,-0.097737,0.017622,0.071904,0.090718,0.020737,-0.017533,0.121191,-0.079035,0.166750,0.100426,0.019811,-0.112638,-0.021932,-0.070813,-0.023571,0.000037,0.093197,0.119696,-0.037341,0.046770,-0.195809,-0.073213,0.096140,0.056973,-0.062685,0.098686,0.029606,0.036549,-0.152589,-0.056781,0.036709,0.012802,0.097568,0.023712,-0.050396,0.056997,-0.032603,0.025387,0.003704,0.035281,0.040891,-0.036924,-0.032133,-0.216920,-0.043738,-0.018888,-0.054386,0.113410,0.086952,-0.070454,0.174628,-0.003930,0.090186,0.069392,0.042095,0.000485,-0.045227,-0.006441,-0.121721,-0.011220,-0.110787,-0.086924,-0.061986,-0.013085,0.049264,0.082515,-0.077940,-0.115386,-0.085558]",traf_000248;traf_000488,0.0
q0111,Give me streetlight where lanternModel equals MH and powerState equals low,"[-0.006382,0.099427,-0.098111,0.033152,-0.101841,0.096220,-0.212655,-0.048030,-0.099035,-0.016224,0.096922,0.165118,-0.139412,-0.104830,0.096118,0.091298,-0.019955,-0.006195,-0.143172,0.042547,0.118126,-0.119788,0.052780,-0.054884,-0.078714,-0.218191,-0.100733,0.137590,-0.001299,0.058495,0.036377,-0.060748,-0.044859,-0.017789,0.074213,0.073220,-0.051012,0.045479,0.025141,-0.046564,0.146980,-0.157280,0.078190,-0.174700,-0.042203,0.209188,-0.065185,0.041191,-0.126371,0.085276,0.035915,-0.031831,0.078850,-0.039118,-0.060531,0.049687,0.069811,-0.036278,-0.012555,0.067283,-0.095153,-0.030943,0.097176,-0.022673,-0.091166,0.186175,-0.074232,-0.004112,0.182278,-0.038729,-0.130565,0.089635,0.069731,0.082251,-0.008021,0.145575,-0.060845,0.019468,-0.102483,0.065277,0.040781,0.025006,-0.003510,0.067734,-0.166389,0.075246,0.069597,-0.009220,-0.103814,0.059976,-0.131547,-0.049165,0.053373,0.015259,0.020890,0.055885,-0.019989,-0.034978,-0.097951,-0.142558,-0.068348,0.065589,-0.052405,0.040380,0.104778,0.051158,0.039742,-0.063213,-0.077955,-0.046261,0.039018,-0.024716,0.055201,0.028835,0.133123,-0.099903,0.052121,-0.047024,0.000560,-0.046115,-0.114391,0.100745,0.010771,0.087751,0.166069,-0.102103,-0.059868,0.110799]",sl_000363;sl_000479;sl_000519,1.0
q0112,Locate pollution with source_type set to industrial near Eastshore Quarter Shopping Mall in Eastshore Quarter Arts Quarter,"[0.147566,0.100657,0.039263,0.068331,0.129374,-0.143515,-0.003139,0.030308,-0.092546,-0.134800,0.014845,0.106338,0.077941,0.028219,0.039323,0.017317,-0.051474,0.095333,0.140757,0.034548,-0.034693,0.013092,-0.067114,0.034856,-0.058021,0.096640,0.161368,0.117337,-0.108255,-0.001164,-0.044292,-0.015896,0.011116,0.037802,0.182678,-0.158476,0.029589,-0.075868,0.051620,-0.084422,-0.033281,0.020859,0.118239,0.050439,-0.041179,0.050961,-0.009507,-0.055198,0.087429,0.031956,-0.136627,-0.132344,0.027534,-0.017200,-0.132260,0.071620,0.065759,-0.064979,-0.058505,-0.060675,0.144486,0.040821,-0.125909,0.128397,-0.082333,0.075803,-0.100367,0.010978,0.027672,0.038542,-0.227730,0.093836,-0.070311,0.098493,0.051835,0.023659,-0.068928,-0.013699,0.063066,-0.040560,0.029082,0.236296,0.077475,-0.017408,0.019887,0.017357,0.175219,0.057401,0.038019,0.030359,-0.061194,-0.007750,-0.097156,0.073457,-0.034046,-0.045820,0.111785,-0.058319,0.109204,0.111171,-0.020348,-0.128241,-0.143508,-0.006423,0.132484,0.071896,-0.010540,-0.026709,-0.018735,0.161627,0.071244,-0.035713,0.052373,0.259217,-0.008219,-0.076450,-0.041039,-0.142921,-0.082520,-0.077656,-0.084838,-0.016796,-0.055829,0.079871,-0.090178,0.141579,-0.053967,-0.019780]",pol_000005;pol_000053;pol_000161;pol_000389;pol_000449,2.0
q0113,List pollution having source_type naturalBackground plus pollutantType O3 in Lakeside District,"[0.086241,-0.010316,-0.042004,0.206885,0.027525,-0.222455,0.036193,0.043911,-0.120207,-0.185491,0.070880,0.213916,0.087783,0.040110,0.046265,0.010916,-0.077864,0.105035,0.026017,0.057334,-0.015531,-0.031742,-0.069047,-0.058030,-0.005776,0.030176,0.047446,0.062055,-0.063090,-0.000981,-0.023223,-0.002710,-0.057182,-0.021792,0.082837,0.043631,-0.180081,-0.013320,0.001402,0.023173,0.034298,-0.087484,0.129403,0.039477,0.006378,0.117297,-0.131841,-0.035780,-0.011922,0.098438,-0.133925,-0.024994,0.065007,0.076729,-0.059875,0.019516,0.023028,-0.159982,-0.124063,-0.067909,0.097610,0.061547,-0.030715,-0.087077,-0.221883,0.137170,-0.103683,0.030147,0.088303,-0.008328,-0.209578,0.070109,-0.041995,0.157712,0.026154,0.087292,0.029011,0.005945,0.020444,0.029278,0.058137,0.153716,0.058491,-0.091996,-0.012889,0.043699,0.143249,0.028029,-0.006698,0.010466,0.027386,0.103443,-0.104201,0.172955,0.074631,-0.001882,0.073655,-0.134179,0.194799,-0.046182,-0.004969,-0.029270,-0.165452,0.144705,0.045834,0.002461,0.036678,0.015571,-0.088704,0.053458,0.050060,0.030663,0.028483,-0.060603,-0.032613,-0.072362,-0.008042,-0.127976,0.028243,-0.007343,-0.047655,0.069258,-0.080062,0.100825,-0.136624,0.109613,-0.132111,0.036474]",pol_000136;pol_000196;pol_000448;pol_000532;pol_000580,5.0
q0114,Find streetlight with status defectiveLamp and locationCategory tunnel near Greenfield Park City Hall,"[0.032410,0.082690,0.031563,-0.039346,-0.088074,0.016776,-0.085669,-0.089106,-0.175213,-0.038701,-0.009750,0.052116,-0.145953,-0.096275,0.162842,-0.002726,0.061052,0.066410,-0.082750,-0.045123,-0.028915,-0.065807,0.058881,-0.079945,0.078974,-0.131314,-0.122617,-0.032396,-0.034950,0.176760,0.025664,0.019182,0.010432,-0.083150,0.050803,0.084707,-0.058893,-0.102514,0.067003,0.020722,0.360173,0.020153,0.120922,0.053247,-0.087316,0.146703,-0.077078,-0.092167,-0.153600,0.027864,-0.088327,0.014984,0.027865,0.018943,-0.205744,0.113417,0.078635,0.025570,-0.046338,-0.063180,0.027665,-0.029105,-0.062879,0.065826,-0.065563,0.001099,-0.039746,-0.115771,0.127710,-0.003131,-0.165434,-0.023188,-0.039473,0.086853,-0.149037,0.121597,-0.008142,-0.156304,-0.062573,0.062466,-0.054392,0.099137,-0.005258,0.135777,-0.125884,0.042358,0.029164,-0.084801,0.014958,0.017427,-0.067453,0.031353,0.003032,-0.039513,-0.097565,0.047200,-0.031254,-0.105034,-0.030192,0.063736,-0.087817,0.006723,-0.068229,-0.047320,-0.036691,0.080651,0.135067,0.043011,-0.083352,0.037225,0.100134,-0.036002,0.128351,0.195311,0.062645,-0.075269,-0.074052,-0.007689,0.025034,-0.085676,0.010758,-0.015546,-0.011111,0.173197,0.027492,-0.080891,-0.130599,-0.024018]",sl_000030;sl_000414,7.0
q0115,"Show pollution where pollutantType is NO2, source_type is residential in Old Town Core Industrial Zone","[0.167189,0.105537,0.099429,0.102702,0.006989,-0.094671,-0.049996,0.136404,-0.113770,-0.222700,0.151970,0.167202,0.055651,0.034887,0.046906,0.000950,-0.145943,0.156476,0.039763,0.018111,-0.031863,-0.116754,-0.085727,-0.094058,-0.144032,0.084030,0.093798,0.070671,-0.095778,-0.041561,-0.069750,-0.012342,-0.003311,0.097212,0.110410,-0.149936,-0.016461,-0.047542,0.096571,-0.066413,-0.032051,-0.031275,0.112544,-0.043187,0.012050,0.158000,-0.088523,-0.011487,-0.031773,0.095063,-0.102165,-0.018837,0.032392,-0.034165,-0.083402,0.055549,0.052033,-0.126311,-0.068794,-0.092662,0.137445,-0.066756,-0.057495,0.022148,-0.095042,0.045652,-0.146324,0.055655,0.046205,-0.034226,-0.189729,-0.034452,-0.053569,0.086823,0.002526,0.002348,0.035023,0.042905,0.006120,-0.066241,-0.008680,0.249508,-0.003289,-0.072720,0.022469,0.103314,0.154395,0.064798,-0.019149,-0.016226,0.002017,0.009486,0.042758,0.067720,0.007975,-0.021236,0.098307,-0.062307,0.082142,0.077390,-0.046012,-0.060363,-0.278292,0.065234,0.078223,0.012817,0.090522,0.019303,0.019984,0.069347,0.028205,-0.064891,0.048822,0.126580,-0.042897,-0.046223,-0.013252,-0.167449,0.027008,-0.028069,0.007851,-0.097297,-0.043944,0.146854,-0.075063,0.007409,-0.029679,0.113665]",pol_000007;pol_000019;pol_000055;pol_000247;pol_000463;pol_000487;pol_000535;pol_000571;pol_000595,6.0
