qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
19,iroute,Locate every pollution unit across Greenfield Park,7,pol_000059;pol_000125;pol_000149;pol_000239;pol_000431;pol_000473;pol_000509,/domain7,/domain7/data/doc/pol_000316,/domain7=3.00454(0.782729);/domain1=2.69119(0.694473);/domain0=2.22263(0.60656);/domain6=2.21669(0.653226);/domain5=2.1461(0.574593),0,1,0.749765,24000.0000,24006.6567,24008.1884,24008.1884,8.1884,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.6567,0.0000,24000000000,24006656720,24008188432,24008188432
20,iroute,Find all parking sensors in Westside Heights,1,p_000302;p_000538,/domain1,/domain1/data/doc/traf_000135,/domain1=2.87479(0.719364);/domain7=2.24824(0.607777);/domain2=1.84638(0.596765);/domain6=1.81497(0.526793);/domain0=1.73916(0.51704),0,1,0.739079,24200.0000,24207.2307,24208.1005,24215.3373,15.3373,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2307,7.2368,24200000000,24207230736,24208100544,24215337344
21,iroute,Search for streetlight devices in North Harbor Commercial Strip,0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain0,/domain0/data/doc/sl_000056,/domain0=2.38174(0.665416);/domain1=1.94357(0.532954);/domain6=1.84379(0.527566);/domain7=1.78477(0.498317);/domain2=1.7101(0.562105),0,1,0.741117,24400.0000,24407.7447,24408.1104,24415.8612,15.8612,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7447,7.7507,24400000000,24407744704,24408110416,24415861152
22,iroute,Give me pollution information near Eastshore Quarter City Hall,2,pol_000028;pol_000100;pol_000118;pol_000154;pol_000199;pol_000235;pol_000280;pol_000325;pol_000361;pol_000367;pol_000370;pol_000397;pol_000412;pol_000415;pol_000433;pol_000436;pol_000451;pol_000457,/domain2,/domain2/data/doc/pol_000446,/domain1=2.64751(0.684968);/domain2=2.58257(0.787974);/domain0=2.42353(0.651319);/domain7=2.17169(0.596714);/domain5=2.14195(0.573693),0,1,0.772211,24600.0000,24608.0956,24608.1884,24616.2852,16.2852,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,8.0956,8.0968,24600000000,24608095648,24608188432,24616285200
23,iroute,Query parking records from Westside Heights Waterfront,1,p_000136;p_000328;p_000516,/domain1,/domain1/data/doc/p_000101,/domain1=2.82516(0.722049);/domain7=2.16179(0.578);/domain5=2.11322(0.569954);/domain6=2.01751(0.572885);/domain2=1.97033(0.628292),0,1,0.728679,24800.0000,24807.2307,24808.1785,24815.4152,15.4152,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,7.2367,24800000000,24807230688,24808178544,24815415248
24,iroute,Give me parking information near South Hills Main Station,3,p_000078;p_000150;p_000168;p_000252;p_000270;p_000312;p_000348;p_000360;p_000390;p_000468;p_000570;p_000588,/domain3,/domain3/data/doc/p_000424,/domain3=2.80627(0.8409);/domain1=2.72707(0.700749);/domain6=2.36485(0.651925);/domain7=2.27883(0.603415);/domain0=2.19572(0.628306),0,1,0.777258,25000.0000,25006.5187,25007.7644,25007.7644,7.7644,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.5187,0.0000,25000000000,25006518688,25007764400,25007764400
25,iroute,Locate every parking unit across Greenfield Park,7,p_000041;p_000137;p_000167;p_000173;p_000179;p_000197;p_000227;p_000323;p_000365;p_000371;p_000401;p_000479;p_000539;p_000545;p_000563,/domain7,/domain7/data/doc/p_000547,/domain7=3.15745(0.794204);/domain1=2.53608(0.659277);/domain6=2.45907(0.673364);/domain0=2.20814(0.6312);/domain4=2.06799(0.656436),0,1,0.783490,25200.0000,25206.6567,25207.7595,25214.4222,14.4222,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,25200000000,25206656688,25207759472,25214422176
26,iroute,Find all parking sensors in Old Town Core,6,p_000005;p_000029;p_000053;p_000149;p_000217;p_000269;p_000281;p_000301;p_000357;p_000361;p_000409;p_000413;p_000441;p_000445;p_000481;p_000501;p_000509;p_000557;p_000585,/domain6,/domain6/data/doc/pol_000582,/domain6=2.66712(0.72071);/domain7=1.97495(0.547338);/domain1=1.66793(0.462113);/domain0=1.57437(0.478987);/domain4=1.38642(0.475133),0,1,0.698945,25400.0000,25407.6087,25407.7595,25415.3742,15.3742,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,7.6148,25400000000,25407608720,25407759472,25415374240
27,iroute,Show pollution status for the South Hills Transit Hub zone,3,pol_000074;pol_000139;pol_000159;pol_000164;pol_000269;pol_000404;pol_000419;pol_000439;pol_000479;pol_000484;pol_000529,/domain1,/domain1/data/doc/pol_000142,/domain3=2.21539(0.701434);/domain1=2.18826(0.585025);/domain0=1.98717(0.554105);/domain2=1.83181(0.596063);/domain6=1.83079(0.560437),0,0,0.769664,25600.0000,25607.2356,25608.1055,25608.1055,8.1055,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.2356,0.0000,25600000000,25607235648,25608105504,25608105504
28,iroute,Search for pollution devices in Old Town Core Commercial Strip,6,pol_000032;pol_000248;pol_000254;pol_000368;pol_000416;pol_000464;pol_000554;pol_000578,/domain6,/domain6/data/doc/pol_000346,/domain6=2.35212(0.685789);/domain1=2.13094(0.572551);/domain0=1.98679(0.55402);/domain7=1.98211(0.554372);/domain2=1.70744(0.564271),0,1,0.712492,25800.0000,25807.6087,25808.1104,25815.7252,15.7252,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,7.6148,25800000000,25807608720,25808110432,25815725200
29,iroute,Give me pollution information near Old Town Core Cultural Center,6,pol_000034;pol_000094;pol_000232;pol_000244;pol_000292;pol_000310;pol_000328;pol_000346;pol_000358;pol_000382;pol_000388;pol_000514,/domain6,/domain6/data/doc/pol_000055,/domain6=2.35911(0.687469);/domain1=2.17786(0.582761);/domain7=1.87534(0.530525);/domain0=1.86529(0.526951);/domain5=1.82089(0.503975),0,1,0.817257,26000.0000,26007.6087,26008.1884,26015.8032,15.8032,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,7.6148,26000000000,26007608720,26008188432,26015803200
30,iroute,Find all traffic sensors in Lakeside District,5,traf_000376;traf_000409;traf_000424;traf_000511,/domain5,/domain5/data/doc/traf_000390,/domain5=3.44704(0.843001);/domain1=2.19651(0.574783);/domain0=2.06229(0.591654);/domain7=1.96566(0.545285);/domain6=1.89141(0.55389),0,1,0.805523,26200.0000,26208.1687,26208.1687,26216.3435,16.3435,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1687,8.1748,26200000000,26208168736,26208168736,26216343536
31,iroute,Query pollution records from North Harbor Civic Center,0,pol_000126;pol_000290,/domain0,/domain0/data/doc/pol_000209,/domain0=2.57434(0.684917);/domain1=2.13953(0.57442);/domain5=2.07157(0.558409);/domain6=2.04489(0.611916);/domain7=2.00245(0.558914),0,1,0.708901,26400.0000,26407.7447,26408.1786,26415.9293,15.9293,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.7447,7.7508,26400000000,26407744720,26408178576,26415929344
32,iroute,Search for pollution devices in Midtown Center Waterfront,4,pol_000120,/domain4,/domain4/data/doc/pol_000383,/domain4=2.36707(0.709135);/domain1=2.2943(0.608102);/domain0=2.08648(0.576229);/domain7=2.05025(0.569592);/domain6=1.94508(0.587919),0,1,0.806061,26600.0000,26606.3387,26607.7546,26614.0993,14.0993,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.3387,6.3448,26600000000,26606338720,26607754576,26614099344
33,iroute,List traffic data around Midtown Center Lighthouse,4,traf_000044;traf_000049;traf_000054;traf_000079;traf_000129;traf_000239;traf_000289;traf_000369;traf_000389,/domain4,/domain4/data/doc/traf_000012,/domain4=2.19451(0.678669);/domain6=2.13973(0.611404);/domain0=1.8966(0.553394);/domain1=1.85886(0.502811);/domain7=1.43619(0.428192),0,1,0.718456,26800.0000,26806.3387,26807.7546,26814.0994,14.0994,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.3387,6.3448,26800000000,26806338736,26807754592,26814099392
34,iroute,What parking readings are reported in Lakeside District?,5,p_000076;p_000080;p_000084;p_000128;p_000164;p_000240;p_000248;p_000256;p_000260;p_000268;p_000300;p_000308;p_000332;p_000340;p_000444;p_000448;p_000460;p_000476;p_000552;p_000580,/domain5,/domain5/data/doc/p_000164,/domain5=2.85659(0.732087);/domain1=1.74412(0.487305);/domain0=1.74372(0.522957);/domain3=1.56819(0.526012);/domain6=1.40014(0.432394),1,1,0.774216,27000.0000,27008.1687,27008.1687,27016.3434,16.3434,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.1687,8.1747,27000000000,27008168688,27008168688,27016343392
35,iroute,List parking data around Eastshore Quarter Main Station,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000541,/domain2=2.74026(0.824111);/domain1=2.55111(0.662541);/domain6=2.33922(0.646093);/domain0=2.27189(0.646059);/domain7=2.11538(0.567923),0,1,0.774933,27200.0000,27208.0907,27208.0907,27216.1874,16.1874,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.0907,8.0967,27200000000,27208090688,27208090688,27216187392
36,iroute,Find all traffic sensors in Old Town Core,6,traf_000020;traf_000045;traf_000075;traf_000095;traf_000160;traf_000165;traf_000215;traf_000330;traf_000340;traf_000355;traf_000375;traf_000380;traf_000410;traf_000420;traf_000430;traf_000475;traf_000490,/domain6,/domain6/data/doc/traf_000475,/domain6=3.04406(0.820861);/domain7=2.13457(0.582638);/domain1=2.09277(0.552671);/domain0=2.08856(0.597718);/domain4=1.8051(0.580588),1,1,0.800216,27400.0000,27407.6087,27407.7595,27415.3743,15.3743,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.6087,7.6148,27400000000,27407608736,27407759520,27415374320
37,iroute,Query streetlight records from Greenfield Park Industrial Zone,7,sl_000153;sl_000161,/domain7,/domain7/data/doc/sl_000023,/domain7=2.18188(0.584929);/domain1=1.74661(0.489995);/domain6=1.5431(0.459883);/domain4=1.33166(0.465854);/domain0=1.28495(0.412158),0,1,0.687779,27600.0000,27606.6567,27607.7644,27614.4272,14.4272,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6567,6.6627,27600000000,27606656704,27607764416,27614427152
38,iroute,List parking data around North Harbor Clock Tower,0,p_000004;p_000034;p_000148;p_000196;p_000208;p_000220;p_000370;p_000592,/domain0,/domain0/data/doc/p_000204,/domain0=2.39988(0.675891);/domain6=2.02118(0.573719);/domain1=1.97393(0.537208);/domain2=1.7553(0.573602);/domain7=1.75(0.488582),0,1,0.712485,27800.0000,27807.7447,27808.1055,27815.8562,15.8562,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.7447,7.7507,27800000000,27807744688,27808105472,27815856176
39,iroute,Query parking records from Eastshore Quarter Waterfront,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000181,/domain2=2.51118(0.765849);/domain1=2.36701(0.622562);/domain5=2.25805(0.601542);/domain7=2.21008(0.588487);/domain6=2.20448(0.61543),0,1,0.776563,28000.0000,28008.0907,28008.1785,28016.2752,16.2752,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.0907,8.0967,28000000000,28008090688,28008178544,28016275248
40,iroute,Give me traffic information near Lakeside District City Hall,5,traf_000334;traf_000448;traf_000478,/domain5,/domain5/data/doc/traf_000432,/domain5=3.32772(0.817517);/domain1=1.96231(0.524862);/domain0=1.92681(0.56037);/domain7=1.87686(0.525645);/domain6=1.55639(0.476292),0,1,0.804248,28200.0000,28208.1687,28208.1687,28216.3435,16.3435,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1687,8.1748,28200000000,28208168736,28208168736,28216343536
41,iroute,Find all traffic sensors in South Hills,3,traf_000026;traf_000116;traf_000134;traf_000206;traf_000290;traf_000350;traf_000428;traf_000434;traf_000440;traf_000458,/domain3,/domain3/data/doc/traf_000387,/domain1=2.68248(0.678371);/domain3=2.63713(0.769369);/domain6=2.29641(0.647693);/domain7=2.2002(0.597152);/domain0=2.09063(0.598197),0,1,0.727949,28400.0000,28406.5237,28407.7644,28414.2892,14.2892,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.5237,6.5248,28400000000,28406523664,28407764448,28414289248
42,iroute,List streetlight data around Eastshore Quarter Riverside Park,2,sl_000007;sl_000031;sl_000039;sl_000055;sl_000111;sl_000159;sl_000239;sl_000431;sl_000511,/domain2,/domain2/data/doc/sl_000408,/domain1=2.30165(0.611052);/domain2=2.24641(0.698508);/domain7=2.0048(0.546307);/domain6=1.92906(0.54676);/domain5=1.79926(0.500369),0,1,0.735862,28600.0000,28608.0956,28608.1884,28616.2852,16.2852,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.0956,8.0967,28600000000,28608095632,28608188416,28616285152
43,iroute,What pollution readings are reported in South Hills?,3,pol_000046;pol_000052;pol_000058;pol_000070;pol_000238;pol_000340;pol_000484;pol_000598,/domain3,/domain3/data/doc/pol_000338,/domain3=2.43015(0.756909);/domain1=2.29247(0.607703);/domain0=1.81112(0.514883);/domain6=1.65637(0.518497);/domain5=1.64029(0.464758),0,1,0.726850,28800.0000,28806.5187,28808.1884,28814.7132,14.7132,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.5187,6.5248,28800000000,28806518720,28808188432,28814713200
44,iroute,Search for traffic devices in North Harbor Waterfront,0,traf_000259,/domain0,/domain0/data/doc/traf_000392,/domain0=2.64677(0.726613);/domain7=1.77954(0.504124);/domain1=1.74563(0.478675);/domain5=1.73273(0.476862);/domain6=1.7099(0.511848),0,1,0.746014,29000.0000,29007.7447,29008.1835,29015.9343,15.9343,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.7447,7.7508,29000000000,29007744736,29008183520,29015934320
45,iroute,Give me parking information near Old Town Core Botanical Garden,6,p_000032;p_000074;p_000140;p_000278;p_000290;p_000296;p_000356;p_000416;p_000428;p_000488;p_000512;p_000524;p_000584,/domain6,/domain6/data/doc/p_000048,/domain6=3.12783(0.825548);/domain7=2.3667(0.622496);/domain1=2.16072(0.577769);/domain0=2.02165(0.587734);/domain3=2.02117(0.64122),0,1,0.858112,29200.0000,29207.6087,29207.7595,29215.3742,15.3742,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.6087,7.6147,29200000000,29207608688,29207759472,29215374176
