qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
10,tag,Search for parking devices in Old Town Core Civic Center,6,p_000003;p_000051;p_000087;p_000159;p_000231;p_000351;p_000357;p_000441;p_000501;p_000531;p_000585,/domain6,/domain6/data/doc/p_000584,/domain6=0.7629;/domain0=0.6940;/domain7=0.6661;/domain4=0.6568;/domain2=0.6393;/domain3=0.6125;/domain5=0.5306,0,1,0.530602,22200.0000,22208.2274,22208.2274,22215.8420,15.8420,-1,2,-1,16,1,9600,2576,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,7.6147,22200000000,22208227376,22208227376,22215842048
11,tag,Query pollution records from Lakeside District Downtown,5,pol_000135;pol_000213;pol_000225;pol_000231;pol_000243;pol_000249;pol_000291;pol_000297;pol_000315;pol_000339;pol_000393;pol_000441;pol_000453;pol_000531;pol_000537,/domain5,/domain5/data/doc/pol_000302,/domain5=0.7520;/domain7=0.5411;/domain2=0.5288;/domain4=0.5281,0,1,0.752024,22400.0000,22408.2323,22408.2323,22416.4070,16.4070,-1,2,-1,16,1,9596,2605,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2323,8.1747,22400000000,22408232272,22408232272,22416407008
12,tag,Locate every pollution unit across Greenfield Park,7,pol_000093;pol_000125;pol_000133;pol_000149;pol_000153;pol_000169;pol_000229;pol_000253;pol_000273;pol_000285;pol_000309;pol_000313;pol_000345;pol_000369;pol_000405;pol_000473;pol_000509;pol_000513;pol_000589,/domain7,/domain7/data/doc/pol_000316,/domain7=0.7498;/domain6=0.6960;/domain4=0.6785;/domain2=0.6044;/domain3=0.5995;/domain5=0.5906,0,1,0.590585,22600.0000,22608.1930,22608.1930,22614.8557,14.8557,-1,2,-1,16,1,9593,2601,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1930,6.6627,22600000000,22608193008,22608193008,22614855744
13,tag,Give me streetlight information near North Harbor Cultural Center,0,sl_000113;sl_000121;sl_000129;sl_000137;sl_000181;sl_000185;sl_000229;sl_000261;sl_000281;sl_000289;sl_000301;sl_000425;sl_000465;sl_000517;sl_000553;sl_000565;sl_000569;sl_000581,/domain2,/domain2/data/doc/sl_000171,/domain2=0.6979;/domain6=0.6457;/domain4=0.6295;/domain3=0.5918;/domain5=0.5917,0,0,0.591700,22800.0000,22808.2372,22808.2372,22816.3339,16.3339,-1,2,-1,16,1,9600,2592,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2372,8.0967,22800000000,22808237200,22808237200,22816333904
14,tag,What streetlight readings are reported in Midtown Center?,4,sl_000014;sl_000022;sl_000058;sl_000066;sl_000086;sl_000146;sl_000226;sl_000250;sl_000298;sl_000306;sl_000378;sl_000402;sl_000598,/domain4,/domain4/data/doc/sl_000351,/domain4=0.6934;/domain6=0.6631;/domain2=0.6289;/domain5=0.5315;/domain3=0.5314,0,1,0.531499,23000.0000,23008.2372,23008.2372,23014.5819,14.5819,-1,2,-1,16,1,9600,2594,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2372,6.3447,23000000000,23008237200,23008237200,23014581904
15,tag,Find all pollution sensors in Lakeside District,5,pol_000138;pol_000150;pol_000168;pol_000180;pol_000204;pol_000234;pol_000240;pol_000246;pol_000264;pol_000306;pol_000336;pol_000384;pol_000438;pol_000492;pol_000510;pol_000558;pol_000576,/domain5,/domain5/data/doc/pol_000353,/domain5=0.8434;/domain6=0.6443;/domain2=0.6264;/domain4=0.5981,0,1,0.843393,23200.0000,23208.2176,23208.2176,23216.3923,16.3923,-1,2,-1,16,1,9600,2608,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2176,8.1747,23200000000,23208217600,23208217600,23216392336
16,tag,What parking readings are reported in Westside Heights?,1,p_000244;p_000272;p_000376,/domain7,/domain7/data/doc/p_000112,/domain7=0.6132;/domain5=0.6044;/domain4=0.6007;/domain2=0.5886,0,0,0.604385,23400.0000,23408.1881,23408.1881,23414.8508,14.8508,-1,2,-1,16,1,9600,2576,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1881,6.6627,23400000000,23408188144,23408188144,23414850816
17,tag,Query traffic records from South Hills Commercial Strip,3,traf_000022;traf_000109;traf_000130;traf_000190;traf_000295;traf_000319;traf_000346;traf_000361;traf_000373;traf_000400;traf_000433;traf_000469;traf_000493;traf_000514;traf_000532;traf_000544;traf_000580;traf_000586;traf_000592,/domain3,/domain3/data/doc/traf_000198,/domain3=0.6037;/domain4=0.5879;/domain7=0.5796;/domain2=0.5215;/domain0=0.5135;/domain5=0.4484,0,1,0.448361,23600.0000,23608.2225,23608.2225,23614.7473,14.7473,-1,2,-1,16,1,9600,2624,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2225,6.5248,23600000000,23608222520,23608222520,23614747288
18,tag,What streetlight readings are reported in Lakeside District?,5,sl_000582,/domain5,/domain5/data/doc/sl_000279,/domain5=0.7112;/domain2=0.5282;/domain4=0.5076;/domain7=0.4820,0,1,0.711237,23800.0000,23808.2372,23808.2372,23816.4119,16.4119,-1,2,-1,16,1,9597,2589,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2372,8.1747,23800000000,23808237160,23808237160,23816411864
19,tag,Locate every pollution unit across Greenfield Park,7,pol_000059;pol_000125;pol_000149;pol_000239;pol_000431;pol_000473;pol_000509,/domain7,/domain7/data/doc/pol_000316,/domain7=0.7498;/domain6=0.6960;/domain4=0.6785;/domain2=0.6044;/domain3=0.5995;/domain5=0.5906,0,1,0.590585,24000.0000,24008.1930,24008.1930,24014.8557,14.8557,-1,2,-1,16,1,9593,2601,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1930,6.6627,24000000000,24008193008,24008193008,24014855744
20,tag,Find all parking sensors in Westside Heights,1,p_000302;p_000538,/domain2,/domain2/data/doc/p_000326,/domain2=0.5892;/domain4=0.5890;/domain6=0.5861;/domain3=0.5828;/domain5=0.5541,0,0,0.554121,24200.0000,24208.2421,24208.2421,24216.3388,16.3388,-1,2,-1,16,1,9600,2594,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2421,8.0967,24200000000,24208242088,24208242088,24216338760
21,tag,Search for streetlight devices in North Harbor Commercial Strip,0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain2,/domain2/data/doc/sl_000506,/domain2=0.6959;/domain5=0.6667;/domain6=0.6589;/domain3=0.5882;/domain4=0.5826,0,0,0.666729,24400.0000,24408.2372,24408.2372,24416.3339,16.3339,-1,2,-1,16,1,9600,2592,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2372,8.0967,24400000000,24408237200,24408237200,24416333904
22,tag,Give me pollution information near Eastshore Quarter City Hall,2,pol_000028;pol_000100;pol_000118;pol_000154;pol_000199;pol_000235;pol_000280;pol_000325;pol_000361;pol_000367;pol_000370;pol_000397;pol_000412;pol_000415;pol_000433;pol_000436;pol_000451;pol_000457,/domain2,/domain2/data/doc/pol_000446,/domain2=0.7722;/domain6=0.6688;/domain3=0.6578;/domain7=0.6400;/domain4=0.6092;/domain5=0.6002,0,1,0.600210,24600.0000,24608.2274,24608.2274,24616.3241,16.3241,-1,2,-1,16,1,9599,2607,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,8.0967,24600000000,24608227400,24608227400,24616324136
23,tag,Query parking records from Westside Heights Waterfront,1,p_000136;p_000328;p_000516,/domain2,/domain2/data/doc/p_000239,/domain2=0.6229;/domain3=0.6141;/domain5=0.5942;/domain6=0.5895;/domain4=0.5470,0,0,0.594177,24800.0000,24808.2421,24808.2421,24816.3388,16.3388,-1,2,-1,16,1,9600,2576,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2421,8.0967,24800000000,24808242088,24808242088,24816338760
24,tag,Give me parking information near South Hills Main Station,3,p_000078;p_000150;p_000168;p_000252;p_000270;p_000312;p_000348;p_000360;p_000390;p_000468;p_000570;p_000588,/domain4,/domain4/data/doc/p_000451,/domain4=0.6328;/domain2=0.6310;/domain7=0.6296;/domain5=0.5768,0,0,0.576761,25000.0000,25008.1881,25008.1881,25014.5328,14.5328,-1,2,-1,16,1,9600,2576,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1881,6.3447,25000000000,25008188144,25008188144,25014532816
25,tag,Locate every parking unit across Greenfield Park,7,p_000041;p_000137;p_000167;p_000173;p_000179;p_000197;p_000227;p_000323;p_000365;p_000371;p_000401;p_000479;p_000539;p_000545;p_000563,/domain7,/domain7/data/doc/p_000547,/domain7=0.7835;/domain2=0.6754;/domain5=0.6432;/domain4=0.6337,0,1,0.643242,25200.0000,25208.2077,25208.2077,25214.8704,14.8704,-1,2,-1,16,1,9593,2569,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2077,6.6627,25200000000,25208207688,25208207688,25214870360
26,tag,Find all parking sensors in Old Town Core,6,p_000005;p_000029;p_000053;p_000149;p_000217;p_000269;p_000281;p_000301;p_000357;p_000361;p_000409;p_000413;p_000441;p_000445;p_000481;p_000501;p_000509;p_000557;p_000585,/domain6,/domain6/data/doc/pol_000582,/domain6=0.6989;/domain7=0.5677;/domain0=0.5339;/domain4=0.5308;/domain2=0.5207;/domain3=0.4813;/domain5=0.4627,0,1,0.462695,25400.0000,25408.2274,25408.2274,25415.8421,15.8421,-1,2,-1,16,1,9600,2614,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,7.6147,25400000000,25408227408,25408227408,25415842144
27,tag,Show pollution status for the South Hills Transit Hub zone,3,pol_000074;pol_000139;pol_000159;pol_000164;pol_000269;pol_000404;pol_000419;pol_000439;pol_000479;pol_000484;pol_000529,/domain3,/domain3/data/doc/pol_000360,/domain3=0.7686;/domain6=0.7669;/domain2=0.7256;/domain7=0.6809;/domain4=0.6786;/domain5=0.6262,0,1,0.626210,25600.0000,25608.2372,25608.2372,25614.7619,14.7619,-1,2,-1,16,1,9597,2605,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2372,6.5247,25600000000,25608237192,25608237192,25614761928
28,tag,Search for pollution devices in Old Town Core Commercial Strip,6,pol_000032;pol_000248;pol_000254;pol_000368;pol_000416;pol_000464;pol_000554;pol_000578,/domain6,/domain6/data/doc/pol_000346,/domain6=0.7125;/domain7=0.5934;/domain4=0.5908;/domain2=0.5851;/domain3=0.5650;/domain5=0.5287,0,1,0.528708,25800.0000,25808.2274,25808.2274,25815.8421,15.8421,-1,2,-1,16,1,9599,2607,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,7.6147,25800000000,25808227400,25808227400,25815842136
29,tag,Give me pollution information near Old Town Core Cultural Center,6,pol_000034;pol_000094;pol_000232;pol_000244;pol_000292;pol_000310;pol_000328;pol_000346;pol_000358;pol_000382;pol_000388;pol_000514,/domain6,/domain6/data/doc/pol_000055,/domain6=0.8173;/domain4=0.7049;/domain3=0.6749;/domain7=0.6296;/domain2=0.6135;/domain5=0.5577,0,1,0.557662,26000.0000,26008.2274,26008.2274,26015.8421,15.8421,-1,2,-1,16,1,9599,2607,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,7.6147,26000000000,26008227400,26008227400,26015842136
30,tag,Find all traffic sensors in Lakeside District,5,traf_000376;traf_000409;traf_000424;traf_000511,/domain5,/domain5/data/doc/traf_000390,/domain5=0.8055;/domain6=0.6248;/domain2=0.5721;/domain3=0.5693;/domain4=0.5436,0,1,0.805523,26200.0000,26208.1980,26208.1980,26216.3728,16.3728,-1,2,-1,16,1,9600,2624,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1980,8.1748,26200000000,26208198000,26208198000,26216372768
31,tag,Query pollution records from North Harbor Civic Center,0,pol_000126;pol_000290,/domain6,/domain6/data/doc/pol_000047,/domain6=0.6617;/domain4=0.6369;/domain3=0.6188;/domain7=0.6156;/domain5=0.5955;/domain2=0.5815,0,0,0.595542,26400.0000,26408.2274,26408.2274,26415.8421,15.8421,-1,2,-1,16,1,9599,2607,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2274,7.6147,26400000000,26408227400,26408227400,26415842136
32,tag,Search for pollution devices in Midtown Center Waterfront,4,pol_000120,/domain4,/domain4/data/doc/pol_000383,/domain4=0.8061;/domain7=0.7043;/domain6=0.6646;/domain2=0.6455;/domain3=0.5930;/domain5=0.5823,0,1,0.582295,26600.0000,26608.2274,26608.2274,26614.5721,14.5721,-1,2,-1,16,1,9599,2607,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,6.3447,26600000000,26608227400,26608227400,26614572136
33,tag,List traffic data around Midtown Center Lighthouse,4,traf_000044;traf_000049;traf_000054;traf_000079;traf_000129;traf_000239;traf_000289;traf_000369;traf_000389,/domain4,/domain4/data/doc/traf_000012,/domain4=0.7185;/domain6=0.6756;/domain5=0.5880;/domain2=0.4728,0,1,0.587993,26800.0000,26808.2372,26808.2372,26814.5820,14.5820,-1,2,-1,16,1,9600,2624,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2372,6.3448,26800000000,26808237232,26808237232,26814582000
34,tag,What parking readings are reported in Lakeside District?,5,p_000076;p_000080;p_000084;p_000128;p_000164;p_000240;p_000248;p_000256;p_000260;p_000268;p_000300;p_000308;p_000332;p_000340;p_000444;p_000448;p_000460;p_000476;p_000552;p_000580,/domain5,/domain5/data/doc/p_000164,/domain5=0.7742;/domain3=0.6267;/domain6=0.5895;/domain2=0.5644;/domain7=0.5493;/domain4=0.5205,1,1,0.774216,27000.0000,27008.2323,27008.2323,27016.4069,16.4069,-1,2,-1,16,1,9598,2574,40,1105,0,0,1,1,0,,none,,redundant,8.2323,8.1747,27000000000,27008232264,27008232264,27016406936
35,tag,List parking data around Eastshore Quarter Main Station,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000541,/domain2=0.7749;/domain4=0.6451;/domain6=0.6339;/domain7=0.6027;/domain3=0.5977;/domain5=0.5756,0,1,0.575614,27200.0000,27208.1832,27208.1832,27216.2799,16.2799,-1,2,-1,16,1,9595,2571,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1832,8.0967,27200000000,27208183184,27208183184,27216279856
36,tag,Find all traffic sensors in Old Town Core,6,traf_000020;traf_000045;traf_000075;traf_000095;traf_000160;traf_000165;traf_000215;traf_000330;traf_000340;traf_000355;traf_000375;traf_000380;traf_000410;traf_000420;traf_000430;traf_000475;traf_000490,/domain6,/domain6/data/doc/traf_000475,/domain6=0.8002;/domain4=0.6127;/domain5=0.5554;/domain2=0.5502;/domain3=0.5407,1,1,0.555406,27400.0000,27408.2323,27408.2323,27415.8471,15.8471,-1,2,-1,16,1,9600,2624,43,1108,0,0,1,1,0,,none,,redundant,8.2323,7.6148,27400000000,27408232328,27408232328,27415847096
37,tag,Query streetlight records from Greenfield Park Industrial Zone,7,sl_000153;sl_000161,/domain6,/domain6/data/doc/sl_000092,/domain6=0.6038;/domain5=0.5734;/domain2=0.5630;/domain3=0.5528;/domain4=0.5311,0,0,0.573353,27600.0000,27608.2372,27608.2372,27615.8519,15.8519,-1,2,-1,16,1,9600,2592,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2372,7.6147,27600000000,27608237200,27608237200,27615851904
38,tag,List parking data around North Harbor Clock Tower,0,p_000004;p_000034;p_000148;p_000196;p_000208;p_000220;p_000370;p_000592,/domain0,/domain0/data/doc/p_000204,/domain0=0.7125;/domain6=0.6171;/domain4=0.5553;/domain7=0.5416;/domain5=0.5410;/domain3=0.5323,0,1,0.540975,27800.0000,27808.2176,27808.2176,27815.9682,15.9682,-1,2,-1,16,1,9600,2606,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2176,7.7507,27800000000,27808217568,27808217568,27815968240
39,tag,Query parking records from Eastshore Quarter Waterfront,2,p_000022;p_000046;p_000052;p_000088;p_000226;p_000238;p_000280;p_000472,/domain2,/domain2/data/doc/p_000181,/domain2=0.7766;/domain6=0.6370;/domain7=0.6166;/domain5=0.6146;/domain4=0.6139;/domain3=0.5651,0,1,0.614568,28000.0000,28008.1832,28008.1832,28016.2799,16.2799,-1,2,-1,16,1,9595,2571,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1832,8.0967,28000000000,28008183184,28008183184,28016279856
40,tag,Give me traffic information near Lakeside District City Hall,5,traf_000334;traf_000448;traf_000478,/domain5,/domain5/data/doc/traf_000432,/domain5=0.8042;/domain2=0.5455;/domain7=0.5380;/domain4=0.5043,0,1,0.804248,28200.0000,28208.1931,28208.1931,28216.3679,16.3679,-1,2,-1,16,1,9600,2624,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1931,8.1748,28200000000,28208193096,28208193096,28216367864
41,tag,Find all traffic sensors in South Hills,3,traf_000026;traf_000116;traf_000134;traf_000206;traf_000290;traf_000350;traf_000428;traf_000434;traf_000440;traf_000458,/domain3,/domain3/data/doc/traf_000387,/domain3=0.7279;/domain6=0.6787;/domain4=0.6503;/domain2=0.6464;/domain7=0.6201;/domain5=0.6011,0,1,0.601105,28400.0000,28408.2421,28408.2421,28414.7669,14.7669,-1,2,-1,16,1,9596,2620,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2421,6.5248,28400000000,28408242104,28408242104,28414766872
42,tag,List streetlight data around Eastshore Quarter Riverside Park,2,sl_000007;sl_000031;sl_000039;sl_000055;sl_000111;sl_000159;sl_000239;sl_000431;sl_000511,/domain2,/domain2/data/doc/sl_000408,/domain2=0.7359;/domain5=0.6755;/domain4=0.6703;/domain3=0.6378;/domain6=0.6254,0,1,0.675542,28600.0000,28608.2372,28608.2372,28616.3339,16.3339,-1,2,-1,16,1,9600,2594,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2372,8.0967,28600000000,28608237200,28608237200,28616333904
43,tag,What pollution readings are reported in South Hills?,3,pol_000046;pol_000052;pol_000058;pol_000070;pol_000238;pol_000340;pol_000484;pol_000598,/domain3,/domain3/data/doc/pol_000338,/domain3=0.7268;/domain4=0.6277;/domain2=0.6107;/domain7=0.5818;/domain5=0.5457;/domain6=0.5386,0,1,0.545710,28800.0000,28808.2372,28808.2372,28814.7619,14.7619,-1,2,-1,16,1,9597,2605,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2372,6.5247,28800000000,28808237192,28808237192,28814761928
44,tag,Search for traffic devices in North Harbor Waterfront,0,traf_000259,/domain7,/domain7/data/doc/traf_900094,/domain7=0.6177;/domain5=0.5804;/domain6=0.5623;/domain4=0.5564;/domain2=0.5498;/domain3=0.5062,0,0,0.580388,29000.0000,29008.2421,29008.2421,29014.9049,14.9049,-1,2,-1,16,1,9596,2620,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.2421,6.6628,29000000000,29008242104,29008242104,29014904872
45,tag,Give me parking information near Old Town Core Botanical Garden,6,p_000032;p_000074;p_000140;p_000278;p_000290;p_000296;p_000356;p_000416;p_000428;p_000488;p_000512;p_000524;p_000584,/domain6,/domain6/data/doc/p_000048,/domain6=0.8581;/domain7=0.6868;/domain2=0.6586;/domain3=0.6367;/domain4=0.6157;/domain0=0.5985;/domain5=0.5445,0,1,0.544520,29200.0000,29208.2274,29208.2274,29215.8420,15.8420,-1,2,-1,16,1,9600,2576,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,7.6147,29200000000,29208227376,29208227376,29215842048
46,tag,Query traffic records from Greenfield Park Arts Quarter,7,traf_000074;traf_000144;traf_000154;traf_000164;traf_000184;traf_000189;traf_000254;traf_000284;traf_000299;traf_000309;traf_000329;traf_000504;traf_000524,/domain7,/domain7/data/doc/traf_000096,/domain7=0.6224;/domain6=0.6221;/domain4=0.5471;/domain3=0.5444;/domain2=0.5359;/domain5=0.4978,0,1,0.497815,29400.0000,29408.2078,29408.2078,29414.8706,14.8706,-1,2,-1,16,1,9600,2624,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2078,6.6628,29400000000,29408207808,29408207808,29414870576
47,tag,Give me pollution information near Greenfield Park University Campus,7,pol_000093;pol_000125;pol_000133;pol_000149;pol_000153;pol_000169;pol_000229;pol_000253;pol_000273;pol_000285;pol_000309;pol_000313;pol_000345;pol_000369;pol_000405;pol_000473;pol_000509;pol_000513;pol_000589,/domain7,/domain7/data/doc/pol_000038,/domain7=0.8328;/domain6=0.7143;/domain3=0.6412;/domain4=0.6333;/domain5=0.6260;/domain2=0.6123,0,1,0.625964,29600.0000,29608.2274,29608.2274,29614.8901,14.8901,-1,2,-1,16,1,9599,2607,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.2274,6.6627,29600000000,29608227400,29608227400,29614890136
